,revisions,edited pages,revisions/page,mean contribution,first activity,last activity
HeirBot,1,1,1.0,0.000112650670271,2006-03-08 22:45:53,2006-03-08 22:45:53
Carlo.bottai,1,1,1.0,0.0018691588785,2012-08-30 09:28:07,2012-08-30 09:28:07
Bot-iww,1,1,1.0,0.000229673863114,2007-06-05 09:00:41,2007-06-05 09:00:41
DomBot,1,1,1.0,0.000218007412252,2006-10-27 05:42:32,2006-10-27 05:42:32
Wabbott9,1,1,1.0,0.000244678248104,2011-01-07 03:48:38,2011-01-07 03:48:38
Schabot,1,1,1.0,0.00082304526749,2006-11-15 16:23:46,2006-11-15 16:23:46
AsgardBot,1,1,1.0,0.00153846153846,2006-09-19 13:48:08,2006-09-19 13:48:08
DrFO.Tn.Bot,1,1,1.0,0.000807754442649,2009-01-29 14:58:51,2009-01-29 14:58:51
AlexNewArtBot,1,1,1.0,0.0454545454545,2007-03-26 15:31:16,2007-03-26 15:31:16
Apostmodernrobot,1,1,1.0,0.000739098300074,2008-04-29 04:24:52,2008-04-29 04:24:52
Amibothered,1,1,1.0,0.00158982511924,2006-05-08 15:28:13,2006-05-08 15:28:13
PotatoBot,1,1,1.0,0.000244678248104,2014-06-01 16:15:16,2014-06-01 16:15:16
Robotsintrouble,1,1,1.0,0.00151745068285,2013-10-16 06:53:44,2013-10-16 06:53:44
Ormanbotanigi,1,1,1.0,0.00485436893204,2006-05-19 08:35:54,2006-05-19 08:35:54
Staggerbot,1,1,1.0,0.000159693388694,2007-02-13 22:07:37,2007-02-13 22:07:37
Rambot,1,1,1.0,0.000765696784074,2003-06-29 01:12:56,2003-06-29 01:12:56
Memty Bot,1,1,1.0,0.000406173842405,2006-08-23 19:54:13,2006-08-23 19:54:13
MGA73bot,1,1,1.0,0.00323624595469,2009-06-30 12:50:53,2009-06-30 12:50:53
Blairtalbot,1,1,1.0,0.000232612235404,2006-06-25 04:02:42,2006-06-25 04:02:42
Ageism Bot,1,1,1.0,0.0014880952381,2008-06-15 04:11:32,2008-06-15 04:11:32
Danumber1bot,1,1,1.0,0.000798722044728,2007-01-21 00:05:38,2007-01-21 00:05:38
Hyperbotfly,1,1,1.0,0.000159693388694,2005-06-12 19:09:35,2005-06-12 19:09:35
Fizzbot86,1,1,1.0,0.0011641443539,2007-11-03 18:43:58,2007-11-03 18:43:58
Rob110178bot,1,1,1.0,0.0769230769231,2007-01-26 20:20:18,2007-01-26 20:20:18
Jimbotyson,1,1,1.0,0.0015923566879,2011-08-30 13:50:40,2011-08-30 13:50:40
Wikbot,1,1,1.0,0.00221729490022,2008-06-25 22:12:21,2008-06-25 22:12:21
Fatabbot666,1,1,1.0,0.000139801481896,2006-11-06 18:48:43,2006-11-06 18:48:43
Robotronik,1,1,1.0,0.000475285171103,2009-02-17 11:01:08,2009-02-17 11:01:08
Jameshigginbottom,1,1,1.0,0.000143287003869,2010-11-01 18:34:13,2010-11-01 18:34:13
Kasymbot,1,1,1.0,0.00185185185185,2012-06-15 09:17:39,2012-06-15 09:17:39
Sabotage1,1,1,1.0,0.0151515151515,2009-12-23 02:12:53,2009-12-23 02:12:53
StubListBot,1,1,1.0,0.00038240917782,2006-12-02 19:05:59,2006-12-02 19:05:59
Bothand W. Primacy,1,1,1.0,0.0238095238095,2012-10-31 18:01:20,2012-10-31 18:01:20
Robotwisdom,1,1,1.0,0.000142592328533,2009-08-05 14:38:50,2009-08-05 14:38:50
Pete bot,1,1,1.0,0.00138504155125,2007-04-07 15:43:24,2007-04-07 15:43:24
SoxDotBot,1,1,1.0,0.00234192037471,2014-04-15 20:24:32,2014-04-15 20:24:32
MaBot,1,1,1.0,0.000169319336268,2008-12-23 05:11:29,2008-12-23 05:11:29
Tinynanorobots,1,1,1.0,0.00104493207941,2012-05-15 00:34:33,2012-05-15 00:34:33
LSG1-Bot,1,1,1.0,0.00102880658436,2009-10-25 19:06:38,2009-10-25 19:06:38
Milk's Favorite Bot II,1,1,1.0,0.01,2008-07-21 15:30:19,2008-07-21 15:30:19
Zachrebottini,1,1,1.0,0.00106157112527,2013-01-03 18:04:15,2013-01-03 18:04:15
Ethanrobots,1,1,1.0,0.000435729847495,2011-05-07 17:07:41,2011-05-07 17:07:41
Suprobot3,1,1,1.0,0.000571102227299,2006-06-05 06:19:07,2006-06-05 06:19:07
Rorobot,1,1,1.0,0.002457002457,2014-01-03 20:17:37,2014-01-03 20:17:37
Botang,1,1,1.0,0.00100200400802,2007-12-28 12:41:43,2007-12-28 12:41:43
Michalchrobot,1,1,1.0,0.000223863890754,2007-10-18 14:43:27,2007-10-18 14:43:27
VandalBot,1,1,1.0,0.000290613193839,2004-11-05 04:57:03,2004-11-05 04:57:03
Senorelroboto,1,1,1.0,0.00030637254902,2007-11-22 22:23:10,2007-11-22 22:23:10
Nibot92,1,1,1.0,0.000727802037846,2008-07-25 18:14:36,2008-07-25 18:14:36
Clubbota,1,1,1.0,0.0008,2008-07-31 23:35:37,2008-07-31 23:35:37
Jon talbot56,1,1,1.0,0.00182481751825,2014-06-06 11:43:07,2014-06-06 11:43:07
Ver-bot,1,1,1.0,0.00151515151515,2010-06-06 14:26:34,2010-06-06 14:26:34
Daibot,1,1,1.0,0.000589622641509,2008-07-03 23:49:44,2008-07-03 23:49:44
Maryisabelleabbott,1,1,1.0,0.000664451827243,2007-07-17 21:12:31,2007-07-17 21:12:31
Botica,1,1,1.0,0.0015873015873,2005-01-25 19:59:48,2005-01-25 19:59:48
Diego Grez Bot,1,1,1.0,0.0123456790123,2010-12-12 08:58:44,2010-12-12 08:58:44
