,count,inflections
journal=journ,149,journal=Journal
deviat,62,deviate
disambigu,40,disambiguation
calm,7,calmness
әхлак,2,Әхлак
recommend,20,recommend
type,70,"type, types"
tell,36,"tell, TELL, telling, tells, Tell, Tells"
made-up,3,made-up
criticism_of_ath,1,Criticism_of_atheism
cleanup|date=januari,3,Cleanup|date=January
warn,3,"warn, warning"
dogma,1,dogmas
qqxi8wmq_wm,1,qqXi8WmQ_WM
adult,16,"Adults, adults, adult"
room,7,room
aristotl,3,Aristotle
costli,2,costly
root,5,"rooted, roots"
defer,3,defers
give,101,"give, giving, gives"
honey,2,"Honey, honey"
obscen,2,obscene
"exercises,",2,"exercises,"
piaget,29,Piaget
unavoid,1,unavoidable
needed|date=august,6,needed|date=August
quot,37,"Quotes, quotes, quote"
polic,4,"Police, police"
confin,2,confined
answer,63,"answered, answers, answer, answering, Answers"
confid,19,"confident, confidence"
cookie_monster|,1,Cookie_monster|
ragnaros-eu,1,Ragnaros-EU
disson,4,dissonance
substanc,29,substance
becki,1,becky
loyalti,33,loyalty
misfir,9,"misfiring, misfire, misfired, misfirings, misfires"
veryone.or,1,veryone.orals
attempt,103,"attempts, attempt, attempting"
third,39,third
maintain,22,"maintain, maintains"
wut,1,WUT
scientologist,1,Scientologists
consquent,1,consquently
google.com/book,1,google.com/books
backtothekitchen2.jpg|center|400px|,1,Backtothekitchen2.jpg|center|400px|
gentl,8,"gentle, gentleness"
"then,",1,"then,"
fk52556,1,fk52556
thisiswhathappenswhengirlsgoontheinternet.jpg|thi,1,ThisIsWhatHappensWhenGirlsGoOnTheInternet.jpg|This
"anymore,",1,"anymore,"
crew,3,"Crew, crew"
better,28,better
persist,9,"persistance, persists, persistence"
polygami,1,Polygamy
life-form,1,life-form
moraal,68,Moraal
anim,200,"Animals, anime, animal, animals, ANIMALS"
good|right,16,good|right
//www.animalethics.org.uk,1,//www.animalethics.org.uk
calvinist,1,Calvinistically
//www.unc.edu/~knobe/phil109/prinz.pdf,1,//www.unc.edu/~knobe/PHIL109/prinz.pdf
'on,1,'on
meat,2,meat
doi|10.1111/j.1533-8525.2006.00042.x,29,doi|10.1111/j.1533-8525.2006.00042.x
went,2,went
oblig,64,"obligations, obligation, obligate"
side,6,"side, sides"
bone,1,bone
mean,345,"meaning, meanings, means, mean"
alcohol|thank,1,alcohol|Thankfully
"generosity,",1,"generosity,"
mediev,22,Medieval
taught,2,taught
contend,89,"contend, contends"
needed|date=juli,1,needed|date=July
paleontologist,1,paleontologist
democracies:,2,Democracies:
crucial,6,crucial
content,11,"content, contention"
"is,",2,"is,"
quantifi,77,Quantifiable
أخلاق,6,أخلاق
chimpanze,72,chimpanzees
tasha,1,Tasha
u.s.,4,U.S.
situat,166,"situational, situation, situations"
88–89,15,88–89
"principle,",4,"principle,"
240,4,240
paederasti,1,paederasty
polititian,2,polititians
mistress,1,mistress
wrath,1,wrath
welfar,3,welfare
*burkett,7,*Burkett
penuri,1,penury
isa,4,Isa
fuckin,1,fuckin
user,11,User
grade,48,"graded, grading, Graded"
la|mor,3,la|moralities
hook,2,"hook, HOOKED"
unlik,4,"unlikely, unlike"
agre,9,"agreed, agree"
"groups,",1,"groups,"
philosophy|philosoph,1,philosophy|Philosophers
sometim,335,"sometimes, Sometimes"
goodness_and_value_theory|right,12,Goodness_and_value_theory|right
brainwash,2,"brainwashing, brainwashed"
propon,8,Proponents
easiliy,1,easiliy
gambler,1,gamblers
silli,1,silly
princeton,7,Princeton
“if,30,“If
cite,920,"Citing, cites, cited, cite, Cite"
matter,206,"matter, matters, mattered"
anxieti,7,anxiety
godwin,1,Godwin
modern,96,"modern, Modern"
mind,101,"minded, mind, minds"
mine,1,mine
distinguish2|,1,distinguish2|
www.psychologytoday.com,1,www.psychologytoday.com
seen,320,seen
seem,72,"seem, seems"
seek,74,"seek, seeks"
women.jpg,1,Women.jpg
coverage.jpg|400px,1,coverage.JPG|400px
do:,1,do:
desist,33,Desistance
development|jean,7,development|Jean
non-memb,11,non-members
arshw,1,ArshWed
terrestri,7,terrestrial
regular,8,regularity
"usage,",5,"usage,"
tradit,208,"traditionally, Traditions, tradition, traditional, Tradition, traditions"
doi,140,"DOI, doi"
don,1,don
doo,2,doo
doc,17,"doc, DOC"
cause-relationship,3,cause-relationship
busi.0000025040.41263.09,41,BUSI.0000025040.41263.09
m,65,"MS, ms, M"
dog,19,"dog, Dog, DOG"
|last=schivon,11,|last=Schivone
doe,190,"Does, does"
''journal,47,''Journal
observed:,1,observed:
strong.,1,strong.
inconsit,1,inconsitancies
|pmid=12616926,28,|pmid=12616926
hunger,2,hunger
non-naturalism|eth,14,non-naturalism|ethical
despit,6,despite
acquir,1,acquiring
explain,119,"explain, explained, explains"
thumb|women,1,thumb|Women
sugar,1,sugar
explait,1,explaited
edict,74,edicts
antonenko,15,Antonenko
stop,2,"Stop, stopped"
compli,1,comply
saturn,5,Saturn
symmetr,2,symmetric
apostl,4,Apostles
bat,100,"bat, BAT, BATS, Bats, bats"
scandanavian,2,Scandanavians
//www.meatholes.com,1,//www.meatholes.com
sacrific,8,sacrifice
bad,155,"bad, BAD"
ban,17,ban
linguist,1,linguistic
20on,9,20on
vampir,44,"Vampire, vampire"
ethics-vs-,2,ethics-vs-
juliet,2,Juliet
02,15,02
said,50,"Said, said"
09,4,09
|first4=,15,|first4=
shultz,10,Shultz
baboon,2,baboons
attribut,6,"attribute, attributed, attributes"
moraali,34,Moraali
dumber,1,Dumber
lazi,5,"Lazy, laziness"
harvard,1,harvard
yahweh,1,Yahweh
adolesc,95,"adolescent, ADOLESCENT, adolescents"
against,143,against
cixi|dowag,46,Cixi|Dowager
ontolog,2,ontology
0195376623,2,0195376623
"now,",2,"Now,"
paralyzd,1,paralyzd
affection-lov,1,Affection-Love
three,119,three
specul,2,speculation
trigger,6,"trigger, triggered, triggers"
incarn,3,incarnated
interest,145,"interests, interested, interest, interesting"
basic,22,"basically, basic"
puto,1,puto
idol,1,IDOL
humanitarianism|humanitarian,9,Humanitarianism|humanitarian
mushroom,2,mushroom
doi|10.1016/j.neuron.2010.03.003,7,doi|10.1016/j.neuron.2010.03.003
suppress,3,Suppression
philsoph,2,philsophical
unpunish,1,unpunished
efficaci,11,efficacy
ugli,2,ugly
colley|first=caleb|title=i,1,Colley|first=Caleb|title=Is
vendetta,1,vendetta
religions/worldview,1,religions/worldviews
near,2,near
jean_piaget,1,Jean_Piaget
"thought,",1,"thought,"
//en.wikipedia.org/wiki/wikipedia,11,//en.wikipedia.org/wiki/Wikipedia
is,5356,"Is, IS, is"
iu,1,iu
it,2114,"Its, IT, It, it, its"
iv,3,IV
ii,4,II
jess,88,Jesse
cant,2,cant
im,11,"IM, im, Im"
//allphilosophers.com/nietzsche/nietzsche_chapter5.html,1,//allphilosophers.com/nietzsche/nietzsche_chapter5.html
2009.,10,2009.
in,5467,"in, IN, In"
ia,25,ia
hellfir,93,"Hellfire, hellfire"
mouse,1,mice
id,71,"id, ID"
sever,41,"severe, several, Several"
if,445,"If, if"
grown,2,grown
receiv,33,"receive, receiving"
make,268,"makes, make, Make, making, MAKING, MAKES, MAKE"
hahah,1,HAHAH
troll.jpg|what,1,troll.jpg|What
delight,1,delights
ingeni,1,ingenious
kin,9,kin
i.,25,I.
overt,3,overt
fitness..,4,fitness..
|pmid=20351278,6,|pmid=20351278
game,3,"game, Game"
|journal=sexu,28,|journal=Sexual
|psychopathi,1,|psychopathy
prefront,31,prefrontal
stimulu,1,stimulus
//www.metalog.org/files/tpb/reply.html,11,//www.metalog.org/files/tpb/reply.html
programm,2,programmers
"heroism,",1,"heroism,"
left,41,left
jusr,1,jusr
yeh,2,YEH
morality|date=decemb,1,morality|date=December
identifi,45,"identify, identifies, identified"
just,97,"Just, JUST, just"
yea,1,yea
nowaday,1,Nowadays
human,724,"Human, Humans, HUMAN, humans, Humanity, humanism, human, humane, Humanism, humanity"
yet,9,"Yet, yet"
''premotor,28,''Premotor
judgment.,7,judgment.
character,77,"characterizes, characterized"
|journal=journ,27,|journal=Journal
denomin,1,denominations
save,47,"save, saved"
adress,3,adressing
applic,90,"Application, applicability, application, applicable"
teennick,1,teenNICK
|doi=10.1111/j.1469-7610.2004.00389.x,28,|doi=10.1111/j.1469-7610.2004.00389.x
fact:,1,Fact:
orphan,1,orphaned
fact|date=jun,2,Fact|date=June
elabor,37,elaborate
|-,19,|-
illiter,1,illiterate
breivik,1,Breivik
"justice,",3,"Justice,"
plainview,1,Plainview
gjghj,1,gjghj
creighton,1,creighton
www,3,www
deal,65,"deals, dealings, deal, dealing"
2012|publisher=oxford,1,2012|publisher=Oxford
maxim,28,maxim
dead,13,Dead
revel,93,"revelation, revelations"
intern,51,"internalization, internationally, Internal, international, International, internal"
dear,1,dear
interf,57,interfered
elderli,23,elderly
morāl,30,Morāle
20keep,12,20Keep
sarah,2,"Sarah, SARAH"
conced,50,concede
bold,7,Bold
burn,21,"burns, burn"
astig,2,ASTIG
madehduhsdhsudhuhc,1,madehduhsdhsudhuhc
promot,8,"promote, promoting, promotes"
keeper,4,Keeper
//www.iep.utm.edu/e/ethics.htm,38,//www.iep.utm.edu/e/ethics.htm
unsaf,17,unsafe
dilig,4,"diligent, diligence"
t.l.n,27,T.L.N
simul,8,simulations
b6lc,1,B6lcs
commit,24,"committing, commitment, committed, commit"
anthropolog,90,"anthropology, anthropological, Anthropological"
marshal,28,Marshall
meerkat,1,meerkats
prescript,86,prescriptive
lede|date=jun,1,lede|date=June
down,8,down
formerli,1,formerly
insult,1,insulted
overus,2,overused
imit,9,imitation
non-mor,1,non-moral
jealousi,3,Jealousy
href=,8,href=
analysi,88,analysis
form,218,"forms, Formed, form, forming, formed"
forc,190,"forced, force, forces, Forces, forcing"
nphhhhhhhhhhhhhhhhhhhhhhoppppppppooooooooooooppppppppoppppppopdskjdskjfhdskjfesoifjoweijfoiwefcuioejvfijefijefjoeijfiefjioewjfioejfioejfiejfioejfioejfioefoirewfkncxujdsfioedf9ije9iewfw,1,NPHHHHHHHHHHHHHHHHHHHHHHOpPPPPPPPOOOOOOOOOOOOPPPPPPPPOPPPPPPOPdskjdskjfhdskjfesoifjoweijfoiwefcuioejvfijefijefjoeijfiefjioewjfioejfioejfiejfioejfioejfioefoirewfkncxujdsfioedf9ije9iewfwe
fore,1,fore
31st,10,31st
exodus|exodu,6,Exodus|Exodus
happen,54,"happens, happen"
last4,17,last4
rejected.,10,rejected.
unrel,1,unrelated
temper,16,temperance
featur,2,Feature
morral,1,morrally
classic,7,"classically, classic"
ship,13,ship
shit,9,"shits, SHIT, shit"
қақтығысы,1,қақтығысы
chard-wierschem,23,Chard-Wierschem
holli,3,"holly, Holly"
matur,7,maturity
handicap,50,"handicapped, handicap"
085,1,085
journey,1,journey
hatnote|,8,hatnote|
femal,5,"females, female"
furthermor,9,Furthermore
ignor,29,"ignore, ignores, ignorance, IGNORANCE"
institut,1,institutions
"cowardice,",1,"cowardice,"
daili,5,Daily
usus,2,ususally
invent,9,"invented, invention"
laura,5,Laura
6753–6758,8,6753–6758
misread,3,misread
depend,237,"depend, depending, dependent, depends, dependants, dependents"
father,5,"fathers, father"
0,10,0
evil.psd.jpg,1,EVIL.psd.jpg
genetics|altru,8,Genetics|Altruism
sociolog,306,"Sociological, sociology, Sociology"
me,118,"me, Me, ME"
evangel,4,"Evangelical, evangelical"
depat,1,depate
word,143,"word, words, worded, wording"
label|b|b|non,11,label|B|b|none
volume=50,27,volume=50
nectar,2,nectar
jhg,2,jhg
did,61,"Did, DID, did"
die,131,"dies, die, Die, died"
1996,87,1996
magnet,22,magnetic
brownish,1,brownish
div,11,div
dip,1,dip
round,3,round
sciences|year=1982|volume=5|pages=413–22|doi=10.1016/s0140-1750,1,Sciences|year=1982|volume=5|pages=413–22|doi=10.1016/s0140-1750
12:29,7,12:29
moreno-riaño|,51,Moreno-Riaño|
"subjective,",1,"subjective,"
|journal=,52,|journal=
favour,15,"favoured, favours, favour"
alt=,2,alt=
suspect,25,suspect
bioethics:,3,Bioethics:
deriv,225,"derive, derivation, derives, derived"
french,1,french
target=,2,target=
deceiv,5,deceive
wait,2,"waiting, wait"
boy,30,"boys, boy"
insan,1,insanity
cuckoo,2,"cuckoos, cuckoo"
invit,3,invite
vassili,42,VASSILIS
20mi,12,20My
"here,",1,"here,"
extrem,5,"extremely, extreme"
bob,2,Bob
20me,12,20Me
pro-soci,19,pro-social
modul,9,module
leav,7,"leave, leaves, leaving"
close-knit,43,close-knit
taboo,21,"taboos, taboo"
franch,2,Franch
symbiot,1,symbiotic
discus,141,"discussion, discussed, discussable, Discussions, discussions, discussing, Discuss"
sake,68,sake
univers,639,"universality, University, universally, universe, universalism, universal"
kohlberg,48,Kohlberg
ways.,9,ways.
everybodi,9,"everybody, Everybody"
jiminy_cricket|,1,Jiminy_Cricket|
oftentim,9,"oftentimes, Oftentimes"
«axiomat,2,«Axiomatic
rigid,7,rigid
savior,1,saviors
effort,2,effort
//dictionary.reference.com/browse/amor,18,//dictionary.reference.com/browse/amorality
intitle|allow,3,intitle|allowable
soul,9,"souls, soul"
imper,147,"imperatives, imperative"
fli,1,fly
wallet,1,wallet
ulo,1,ulo
//www.worldtransformation.com/conscience/,7,//www.worldtransformation.com/conscience/
claim,194,"claim, claimed, claims, claiming"
predict,13,"predictable, prediction, Predicts"
pseudo-inform,1,Pseudo-Information
fuck,20,"fucking, fucked, fucks, Fuck, fuck, FUCK"
agent,40,"agents, agent"
crazi,2,crazy
coincident,1,Coincidentally
agenc,57,agency
arbor,49,"arboreal, Arbor"
till,2,till
pages=,6,pages=
nyo,1,nyo
pure,14,purely
nya,1,nya
mar,30,Mar
may,684,"may, May"
*chard-wierschem,6,*Chard-Wierschem
pseudo-doctor,1,pseudo-doctors
membership,84,membership
journal|,44,journal|
mankind,24,"Mankind, mankind"
bible==,1,Bible==
self-evid,16,self-evident
grow,7,"growing, grow"
man,78,"Man, man"
johnson,107,Johnson
liberalism|liber,42,Liberalism|liberals
''human,16,''humanity
978-0-19-960669-6|page=,1,978-0-19-960669-6|page=
q,1,q
switch,1,switch
talk,62,"talking, Talk, talks, talk"
"development,",1,"development,"
offspring|inbreed,16,offspring|inbreeding
moralist,1,moralists
moralism,4,Moralisme
nbsp,40,nbsp
pitch,1,pitches
"view,",2,"view,"
entitl,62,"entitle, entitled"
''public,35,''public
group,737,"Group, groups, group"
thank,4,"Thanks, thanks, Thank, thank"
macaqu,7,macaque
moesoldeb,13,Moesoldeb
polici,3,"Policy, policies"
dysfunct,43,dysfunction
straightforwardli,1,straightforwardly
main,8,"main, Main"
disguised-egocentr,1,disguised-egocentrism
syke,1,syke
krishna,10,Krishna
financi,10,financial
//moses.creighton.edu/jrs/pdf/2006-7.pdf,50,//moses.creighton.edu/JRS/pdf/2006-7.pdf
initi,10,"initial, initially, Initial"
bullshit,2,bullshit
lede,2,lede
rock,1,rocks
|authorlink=,23,|authorlink=
geo-cultur,9,geo-cultural
continu,83,"continuity, continue, continued"
steinkamp,1,STEINKAMP
"or,",1,"or,"
//www.metalog.org/files/tpb/rel.m.html,11,//www.metalog.org/files/tpb/rel.m.html
recogn,99,"recognize, recognizes, Recognize, recognized"
girl,20,"girls, girl, Girls"
taoism,41,Taoism
conting,30,contingent
"yes,",1,"yes,"
jackson,1,Jackson
3rd,1,3rd
dictionary.com,20,"Dictionary.com, dictionary.com"
correct,116,"corrective, correct, Correct"
diseas,5,"disease, diseases"
quran,13,Quran
headlin,13,Headline
908-819-0284,1,908-819-0284
org,4,org
//www.cs.mcgill.ca/~akazna/kaznatcheev20100910,1,//www.cs.mcgill.ca/~akazna/kaznatcheev20100910
frequenc,2,frequency
thing,115,"thing, THINGS, things, Things"
principl,594,"Principle, principle, principled, principles, Principles"
think,129,"thinking, think, thinks"
frequent,4,"frequently, frequent"
first,192,"First, first"
oppon,5,"Opponents, opponents"
carri,40,"carry, carries, carrying"
lone,2,lonely
rachel,2,Rachels
"but,",2,"but,"
persons’,9,persons’
fast,46,fast
oppos,64,"Opposes, opposed, opposes"
sjxy9rzwngu,1,SjxY9rZwNGU
377-391,18,377-391
1|,12,1|
headdress,1,headdress
proposit,14,"proposition, propositions"
meme,1,meme
hillari,1,Hillary
interrel,10,interrelated
butt,2,butt
11,6,11
10,40,10
13,34,13
12,48,12
15,8,15
14,16,14
17,64,17
16,33,16
19,28,19
18,1,18
/espanol.apologeticspress.org/articles/240427|publisher=apologet,1,/espanol.apologeticspress.org/articles/240427|publisher=Apologetics
cracka,1,Cracka
remors,1,remorse
were,128,were
cosmolog,56,Cosmologies
tractor,4,tractor
lick,1,licking
175–194,13,175–194
marijuana,31,marijuana
journal|url=,1,journal|url=
wikipedia|wp,1,Wikipedia|WP
nazi,20,Nazi
kevin,1,Kevin
risktak,1,risktaking
unadorn,1,unadorned
ethics===,17,"Ethics===, ethics==="
|mortal,1,|Mortality
imor,1,imoral
bailey,19,Bailey
channel,3,"channel, channelled"
pain,5,pain
norman,9,Norman
trace,35,traced
normal,14,"Normal, normally, normal"
paid,1,paid
redirect2|acceptable|unacceptable|th,2,redirect2|Acceptable|unacceptable|the
assault,5,assault
last=paul|,20,last=Paul|
beth,1,Beth
synonym,123,"synonyms, synonym, synonymous"
show,158,"showed, show, showing, shows"
andmb,1,andmb
geometrywoman.jpg|thi,1,geometrywoman.jpg|This
authority==,11,authority==
therapist,1,therapist
contemporari,34,contemporary
fenc,2,fence
dick,7,"dick, DICK"
enough,6,enough
black,4,"black, BLACK"
media:,1,Media:
look|first=gregori,51,Look|first=Gregory
unexcept,1,UNEXCEPTABLE
nearli,2,Nearly
variou,173,"various, Various"
get,48,"Get, get, gets, getting"
nuremberg,20,Nuremberg
secondari,1,secondary
bekoff,20,Bekoff
prosoci,48,Prosocial
//www.bloomsbury.com/us/morality-leadership-and-public-policy-9781441144812/,2,//www.bloomsbury.com/us/morality-leadership-and-public-policy-9781441144812/
stupid,8,"Stupidity, STUPID, stupid, stupidity"
mediat,1,mediated
summari,26,summary
wiki,56,"Wiki, wiki"
meta-eth,153,"meta-ethical, meta-ethics, Meta-ethics"
guy.friend,1,guy.Friends
assumpt,24,"assumption, assumptions"
seat,6,"Seat, seat"
giantism,4,giantism
j.,112,J.
honesti,3,honesty
wikt,2,wikt
wonder,2,"wonder, wonders"
infinit,1,infinite
"choices,",3,"choices,"
volume=7|,6,volume=7|
theory|,1,theory|
label,70,"labeled, labelled, labelling, label"
behind,8,behind
across,75,across
groups|age-appropriate|oth,4,groups|age-appropriate|other
"motivation,",1,"motivation,"
parent,25,"parents, parent, parental"
ju,1,ju
jv,2,jv
"doing,",1,"doing,"
jr,9,"JRS, Jr"
2011|,2,2011|
author=gerson,22,author=Gerson
legitimaci,2,legitimacy
morality|ath,2,morality|Atheism
ja,46,ja
elsfuckevi,1,Elsfuckevier
audienc,5,audience
improv,30,"improves, improving, improve"
improp,10,improper
among,243,"among, Among"
cutur,1,cutural
world|john,1,world|John
ultim,81,"Ultimately, ultimate, ultimately"
hgdfsihfio,1,hgdfsihfio
marc,40,"marc, MARC, Marc"
sebenarny,1,sebenarnye
suicid,3,"suicide, Suicide"
mark,43,Mark
marv,1,Marv
2011-08-14,4,2011-08-14
marx,1,Marx
polytheist,17,Polytheistic
cleanup|januari,4,Cleanup|January
idiolect,1,idiolect
those,458,"Those, those, THOSE"
"france,",1,"France,"
copypasta==,1,Copypasta==
antoni,17,Antony
n't,92,n't
invok,93,"invoking, invokes, invoke"
border=,4,border=
outcom,67,"outcome, outcomes"
1100,1,1100
innoc,8,"innocent, innocence"
fairness/reciproc,42,fairness/reciprocity
cock,13,"cock, COCK"
grutter,1,Grutter
advantag,8,"advantages, advantageous, advantage"
strain,1,strained
unwritten,1,unwritten
everyday,5,everyday
par,9,Parsing
pas,3,"passes, passed"
1995|title=,2,1995|title=
harsh,47,harsh
doctor,1,Doctor
pay,17,"paying, pay"
same,369,same
strike-through,3,Strike-through
pad,1,pads
pag,2,pag
person’,58,person’s
pan,14,Pan
0-553-21365-2,10,0-553-21365-2
assist,103,"assistance, assist, assists"
companion,1,companion
capabl,3,capable
disguis,13,Disguised
hyat,1,hyat
paederastri,5,paederastry
heyyyi,1,heyyyy
appropri,155,"appropriately, appropriate, Appropriation, appropriateness, appropriation, Appropriate"
333-349,3,333-349
evil|,2,evil|
roughli,1,roughly
money,17,money
imprint,30,"Imprinting, imprinted"
construct|soci,1,construct|socially
aspect,112,"aspects, aspect"
high-achiev,1,high-achieving
harenski,15,Harenski
4,61,4
pill,1,pill
mor,1,mor
hodnôt,5,hodnôt
1:4,4,1:4
|year=2010|publisher=fre,9,|year=2010|publisher=Free
label|a|a|non,15,label|A|a|none
"found,",2,"found,"
crock,1,crock
've,1,'ve
dq=shermer+exegesi,16,dq=shermer+exegesis
republ,4,"republic, Republic"
either,116,"either, Either"
fulfil,5,"fulfilling, fulfill, fulfil"
sociopathi,1,Sociopathy
ascend,60,ascendancy
draw,18,"draw, drawing"
web|last,1,web|last
is/should,5,is/should
neuroscientist,13,"Neuroscientist, neuroscientist"
joan,7,Joan
gross,1,gross
confirm,13,"confirmed, confirm"
—share,2,—shared
broker,1,brokers
broken,2,broken
christopher|year=,28,Christopher|year=
meaning,5,meaningful
philosophyblog,2,philosophyblog
38-47,18,38-47
377,1,377
cleanup|date=march,3,Cleanup|date=March
ucla,1,UCLA
empress,94,Empress
strip,2,strip
gomez,1,Gomez
-citi,35,-cities
complianc,8,Compliance
1:24,4,1:24
brute,1,Brute
==compar,11,==Comparative
offspr,56,offspring
culture’,4,culture’s
possibl,111,"possibilities, possibly, Possibly, possible, possibility"
unusu,11,unusual
fact—plainli,10,fact—plainly
universalist,12,"universalist, universalists"
unicockvers,1,Unicockversity
conundrum,1,conundrums
''cross-nat,3,''Cross-National
deer,1,Deer
deep,1,deep
fellow,2,"fellow, fellows"
cathency|wstitle=mor,8,CathEncy|wstitle=Morality
deem,17,"deemed, deems"
file,16,File
cultur,1179,"Culture, culture, cultural, Culturally, Cultures, cultures, culturally"
girlfriend,3,girlfriend
deed,9,"deed, deeds"
proport,28,"Proportions, proportion, proportionally"
film,1,film
fill,5,fill
again,7,again
//www.nytimes.com/2008/01/13/magazine/13psychology-t.html,23,//www.nytimes.com/2008/01/13/magazine/13Psychology-t.html
non-cognitiv,10,non-cognitivism
field,47,"field, fields"
cleanup,3,"Cleanup, cleanup"
|pages=867–80,17,|pages=867–80
shelter,1,shelter
nichol,3,Nichols
baier|first1=,12,Baier|first1=
prudent,4,prudent
buffalo,1,buffaloes
evil|good,1,evil|good
vmpc,16,VMPC
43–70,13,43–70
u,205,"u, Us, U, US, us"
escap,31,Escaping
life-cycl,2,life-cycle
oral,2,oral
represent,2,representations
forget,4,forget
vile,1,vile
contexts.,23,contexts.
forbidden,3,forbidden
emili,1,emily
prescriptiv,57,prescriptivism
naturalism|eth,14,naturalism|ethical
lian,18,Liane
lifetime|life-affirm,1,Lifetime|Life-affirming
albrecht,53,Albrecht
immanuel,49,Immanuel
fals,45,"falsely, False, false"
|first=,29,|first=
fall,38,"fall, Fall"
volutionari,1,volutionary
upppp,1,upppp
|date=2012-01-24,8,|date=2012-01-24
1990|location=new,6,1990|location=New
zuckerman|first=,7,Zuckerman|first=
morel,1,morel
conquests|islam,3,conquests|Islam
further,67,"furthered, further, Further"
stood,1,stood
abe,1,Abe
skeptic,54,"Skeptic, skepticism"
benevol,9,benevolence
abl,3,able
objectivist,2,"Objectivist, Objectivists"
abt,1,abt
garth,2,Garth
1-59858-243-7,17,1-59858-243-7
==legal,1,==Legal
public,52,"Public, public"
movement,82,"movement, movements"
|custom,95,"|custom, |customs"
mach|location=cedarvil,51,Mach|location=Cedarville
variat,4,Variation
sophist,25,sophisticated
title=,20,title=
valu,517,"valued, value, Values, Value, values"
search,3,"search, Search"
''ital,1,''Italic
infralt,1,infralted
novella,10,novella
"burton,",1,"Burton,"
==extern,36,==External
chieftain,1,chieftains
narrow,5,narrow
mark:23,2,Mark:23
book|last=harris|first=sam|authorlink=sam,9,book|last=Harris|first=Sam|authorlink=Sam
primit,4,primitive
africa,33,Africa
inappropri,9,"inappropriate, INAPPROPRIATE"
sanction,24,"Sanction, sanction, sanctions"
//www.naturalchild.org/robin_grille/good_children.html,1,//www.naturalchild.org/robin_grille/good_children.html
establish,58,"established, establishes, establishment, establishing"
eye,10,"eyes, eye"
nonbelievers.,3,nonbelievers.
distinct,167,"Distinction, distinct, distinction, distinctions"
liber,172,"Liberals, liberal, liberals, liberalism"
regist,1,register
two,82,two
paterson,25,Paterson
codifi,117,"Codified, codified"
desir,33,"desire, desires"
|issue=1,28,|issue=1
ital,1,Italic
|issue=8,28,|issue=8
anti-r,45,anti-realism
desic,1,desiced
upbring,11,upbringing
particular,380,"particularism, particular"
neurosci,19,"neuroscience, Neuroscience"
dictat,9,dictate
none,61,none
hous,2,housing
der,3,der
remain,13,remaining
paragraph,1,paragraph
abandon,2,abandonment
lang|la|moralitas,4,lang|la|moralitaser
explod,5,"explode, explodes"
ingroup/outgroup,87,ingroup/outgroup
shard,1,shards
sphere,3,sphere
compart,1,compartments
explor,2,explored
despot,7,despotic
"communities,",2,"communities,"
danasia,1,Danasia
shart,1,shart
update|date=novemb,6,Update|date=November
secur,11,"security, secure"
narrowli,44,narrowly
becuas,11,"becuase, Becuase"
self-control,7,self-control
regener,33,Regeneration
blood,79,blood
associ,101,"associating, associated, association"
comino,1,COMINO
co-exist,15,co-exist
sect,17,sects
"prejudice,",1,"prejudice,"
through,258,"through, Through"
main|mor,8,"Main|Morality, Main|Moral, Main|mores"
"differently,",1,"differently,"
suffer,46,"suffered, suffer, suffering"
24,1,24
25,30,25
26,39,26
rewdsjelkjjsdkljheruh4r,1,rewdsjelkjjsdkljheruh4r
list_of_sex_moves|what,1,list_of_sex_moves|what
23,1,23
28,11,28
late,1,late
peni,12,"penis, Penis"
good,710,"good, Goodness, Good, goodness, goods"
salamanca,1,Salamanca
"gardens,",1,"gardens,"
darwinism==,6,Darwinism==
oxford,302,Oxford
viewhold,27,Viewholders
pregnanc,11,pregnancy
easili,25,easily
f=11,1,f=11
"also,",1,"Also,"
harm,138,"harmful, harm, harming"
mental,35,"mental, mentally"
unequ,2,unequal
fish,6,"fish, fishing"
hard,8,hard
idea,76,"ideas, Ideas, idea"
macmillan,89,"MacMillan, Macmillan"
connect,77,"connections, connection, connected"
dunaway,30,Dunaway
flower,3,"Flowers, flower, flowers"
pigeon,1,pigeon
coauthor,51,coauthors
'more,7,'Mores
prinz,8,Prinz
print,1,printing
highground,1,highground
difficulti,44,difficulty
essay-like|date=march,5,essay-like|date=March
845–851,7,845–851
intric,4,intricate
reflist|2,8,"reflist|2, Reflist|2"
_blank,2,_blank
reflist|1,3,reflist|1
perman,1,permanently
dont,6,"dont, DONT"
exchang,1,exchange
'byproduct,1,'byproduct
done,27,"Done, done"
stabl,6,stable
donn,1,Donne
art_id=vn20050521144248393c833347,1,art_id=vn20050521144248393C833347
least,49,"Least, least"
paint,1,painting
statement,95,"statements, statement"
mama,3,"mama, MAMA"
//www.chomsky.info/interviews/20070803.htm,11,//www.chomsky.info/interviews/20070803.htm
conduit,1,conduits
press|location=new,9,Press|location=New
'ought,1,'Ought
part,220,"PART, part, Part, parts"
/big,6,/big
exposur,1,exposure
b,94,"B, bs, b"
mahal,1,mahal
==anthropology==,6,==Anthropology==
youth,63,"youth, youths"
2025,1,2025
lumindol,1,lumindol
//www.libchrist.com/bible/howsexsin.html,10,//www.libchrist.com/bible/howsexsin.html
stoler|year,10,Stoler|year
also==,14,"also==, Also=="
blanch,23,blanche
mountain,2,mountains
built,47,built
commentari,44,commentary
k.,91,K.
troublesom,2,troublesome
===physiolog,1,===Physiological
caesar,36,Caesar
