,count,inflections
alot,4,"ALOT, alot"
|pages=pp,2,|pages=pp
archeolog,34,Archeological
simpli,305,"Simply, simply"
dobbi,2,Dobby
point,92,"points, POINT, pointed, point"
consumm,253,"Consummate, consummation, consummate"
''biolog,2,''Biology
throughout,325,"throughout, Throughout"
cathedr,1,cathedral
main|crystal,1,main|crystallization
becom,479,"becomming, BECOME, becomes, become, becoming"
ravag,9,ravages
further|,44,further|
erota,1,erota
secret,124,"Secrets, secret, secrets, Secret"
ireland,1,Ireland
house|year=1979|id=isbn,6,House|year=1979|id=ISBN
fu*,1,FU**ING
edu/5228314/_augustines_hermeneutics_and_homiletics_in_de_doctrina_christianae_humiliation_love_sign_and_discipline_journal_of_christian_philosophy_17_2013_97-117,1,edu/5228314/_Augustines_Hermeneutics_and_Homiletics_in_De_doctrina_christianae_Humiliation_Love_Sign_and_Discipline_Journal_of_Christian_Philosophy_17_2013_97-117
cy-fal,2,Cy-Falls
*leubh-,5,*leubh-
gay,57,"gay, Gay, gayness, Gays, GAY"
*chadwick,1,*Chadwick
gar,1,gar
demasiado,1,DEMASIADO
beastial,1,Beastiality
gan,4,gan
'esteem,80,'esteem
vane,1,vane
2if,5,2If
figuereido,6,Figuereido
gdaereul,2,Gdaereul
aileen,2,Aileen
schizz,1,schizzes
affection/famili,15,affection/familial
xihuan,4,xihuan
964,57,964
heyo,2,Heyo
966,1,966
fantas,3,"fantasizing, fantasizes"
politician,70,politicians
961,57,961
963,59,963
solid,16,solid
/small,63,/small
969,2,969
fux,3,FUXING
qaparha,1,qaparHa
unifi,122,unified
sobr,1,sobre
fun,16,"fun, FUN"
pyaar,2,pyaar
-09-13,1,-09-13
everyon,36,"EVERYONE, everyone, Everyone"
aimor,4,Aimor
tall,1,tall
1.26.27,1,1.26.27
mystic,3,"mystical, Mystic"
astound,1,astounded
oi=fnd,3,oi=fnd
itself,455,itself
centuri,389,"Centuries, century, centuries"
恋人,15,恋人
urethra,1,urethra
bernardo,1,Bernardo
sociologist,105,"Sociologist, Sociologists, sociologist"
dishonor,1,dishonor
wherein,1,wherein
sadf,1,sadf
seduct,132,"Seduction, Seductively"
"abilii,",1,"Abilii,"
baglione.jpg|thumb|left|,1,baglione.jpg|thumb|left|
development,5,developmental
appreci,328,"appreciation, appreciated"
yesterday,1,yesterday
moment,16,"moment, Moment"
28-34,101,28-34
spiritually-mind,2,Spiritually-minded
luxuri,1,luxury
noll,1,nolle
travers,1,traversed
task,50,"tasks, task"
entri,32,"entry, ENTRY"
gatori,1,gatorial
chemistri,568,"chemistry, Chemistry"
spent,4,"spent, Spent"
"english,",1,"English,"
140px|,1,140px|
withdraw,2,"withdraws, withdrawing"
mauvai,1,mauvais
y,13,"y, Y"
tast,1,taste
spend,6,"spending, spend, SPEND"
explan,19,"explanation, explanations, Explanation"
—“friend”—and,1,—“friend”—and
"memories,",1,"memories,"
-,1768,-
matter.,1,matter.
macedonian,2,Macedonian
shape,125,shape
world,830,"worlds, World, world, WORLD"
“bad”,1,“bad”
thinkexist.com,1,ThinkExist.com
cut,1,cut
cup,2,cup
melinda,2,Melinda
cuz,1,cuz
0201005603,2,0201005603
svg‎,1,svg‎
cub,2,cub
win,1,win
persuas,55,Persuasion
babylonian,36,Babylonian
approxim,83,"approximation, approximately"
bin,1,bin
whatparth,1,whatparth
trueli,4,truely
bik,2,bik
25-30,1,25-30
big,13,"big, BIG"
//best.puslapiai.lt/dating/adultdating.htm,1,//best.puslapiai.lt/dating/adultdating.htm
bia,6,bias
neoreul,1,Neoreul
monika,1,MONIKA
section|date=januari,5,section|date=January
small=y,1,small=yes
|title=st,3,|title=St
ever-grow,1,Ever-Growing
cabergolin,1,Cabergoline
foolish,1,foolish
transgress,110,transgressions
//www.humanthermodynamics.com/rp5-love-chemical-reaction.html,11,//www.humanthermodynamics.com/RP5-Love-Chemical-Reaction.html
donquel,15,Donquel
bipart,14,bipart
often,2060,"often, Often"
back,129,"BACK, back, Back"
'profession,82,'professional
dfkldsf,1,dfkldsf
judeo-christian,73,Judeo-Christian
strongest,107,"strongest, STRONGEST"
bacu,1,Bacu
tình,140,Tình
mirror,226,"mirrored, mirror"
"depression,",1,"depression,"
karantez,2,Karantez
brent,3,"brent, Brent"
scale,111,"scale, Scale"
pet,2,pets
blehhhh,1,blehhhh
per,3,per
usernam,1,username
lara,1,Larae
mathemat,9,mathematical
larg,99,"large, largely"
-be,1,-being
pee,1,peeing
crossley,1,CROSSLEY
reproduc,3,"reproduce, reproducing"
nose,1,nose
constru,38,construed
patient,177,"patient, patiently"
bulletin|volume=102|pages=331–345|doi=10.1037/0033-2909.102.3.331|issue=3,1,Bulletin|volume=102|pages=331–345|doi=10.1037/0033-2909.102.3.331|issue=3
sepcial,1,sepcial
use,3030,"use, used, useful, Use, uses, Using, using, USE"
idealis,42,"idealised, idealisation"
*scottish,1,*Scottish
baglione.jpg|thumb|right|,2,baglione.jpg|thumb|right|
metaphor,189,"Metaphorically, Metaphor, metaphor"
example:,1,example:
impos,1,IMPOSIBLE
megaton,1,Megaton
temper,1,tempered
pfizer,1,Pfizer
bist,2,bist
mrs.,1,Mrs.
sarangha,1,Saranghae
drama,1,drama
//www.chabad.org/article.asp,39,//www.chabad.org/article.asp
kjærlighet,94,Kjærlighet
22312,2,22312
offshoot,1,offshoot
goodi,2,GOODIE
love-calculator.php,1,Love-Calculator.php
predat,1,predator
tнe,10,tнe
habe,1,habe
nsa,4,nsa
phase,415,"phases, phase, Phases"
jimmi,1,Jimmy
steven,4,"Steven, steven"
lesson,2,Lessons
tingley,1,TINGLEY
kwak,1,kwak
愛人,68,愛人
1.36.40,1,1.36.40
bahibik,1,Bahibik
moulin,1,Moulin
loveth,7,loveth
handbook,10,Handbook
includ,1543,"includes, including, included, include"
|ləv|,1,|ləv|
forward,11,forward
"predominantly,",1,"predominantly,"
boyd,194,Boyd
margoli,1,Margolis
subsidiari,1,subsidiary
'good,1,'goodness
wqr389r83,1,wqr389r83
cet,1,Cet
excus,8,excuse
translat,513,"translating, Translator, translations, translates, translator, Translated, translated, translation, translate"
models===,13,models===
staša,1,Staša
"darkness,",1,"darkness,"
1489,29,1489
planet,3,planet
're,26,'re
related:,5,related:
neya,1,neya
"hopes,",3,"hopes,"
nhee_ah,1,nhee_ah
vibe,2,vibe
constant,77,"constante, constant"
//www.comicspage.com/lovei,1,//www.comicspage.com/loveis
metal,1,metal
utilis,1,utilisations
*telugu:,1,*Telugu:
lyf,1,lyf
fact|date=januari,1,Fact|date=January
*love,2,"*love, *Love"
tr3642\t,1,tr3642\t
prevail,2,prevailing
equivocacion,1,equivocaciones
stripper,2,"STRIPPER, stripper"
obicham,3,Obicham
%,468,%
22:05,1,22:05
constitut,8,constitute
penil,1,penile
sheetal,1,sheetal
parikh,2,Parikh
"speculation,",1,"speculation,"
ellen,73,"Ellen, ELLEN"
lang|ja|,1,lang|ja|
jessyca,1,Jessyca
vol.,3,Vol.
utterli,45,utterly
lend,103,lending
zh-yue,34,zh-yue
//www.capezone.com/love.html,36,//www.capezone.com/love.html
trans.,1,trans.
fisher,477,Fisher
song,538,"song, Song, Songs"
zone|erogen,1,zone|erogenous
desert,1,desert
deserv,2,deserve
corazón,2,Corazón
‍‍,4,‍‍
x72,81,x72
x73,81,x73
x70,163,x70
ts.co.nz/~gpettitt/goodwillpatterns.html,1,ts.co.nz/~gpettitt/GoodwillPatterns.html
2003,2,2003
2000,273,2000
2001,17,2001
2006,157,2006
2007,462,2007
2004,213,2004
2005,472,2005
2008,26,2008
2009,12,2009
''attach,68,''attachment
*greek,1,*Greek
jason,10,Jason
cynthia,2,Cynthia
www.myspace.com/erisonxxxlain,1,www.myspace.com/erisonxxxlain
''zygon,1,''Zygon
minora,1,minora
sigmund,4,Sigmund
baglione.jpg|thumb|left|upright|,2,baglione.jpg|thumb|left|upright|
saranghanda,1,Saranghanda
ninapenda,2,Ninapenda
privat,6,"Private, private"
becomea,1,becomea
sensit,1,sensitive
elsewher,5,elsewhere
/strong,7,"/STRONG, /strong"
blaze,45,blazing
chemistry==,1,Chemistry==
note|sternberg3,4,note|sternberg3
note|sternberg1,4,note|sternberg1
402–403,1,402–403
lubhyati,6,lubhyati
durign,1,durign
sempr,2,sempre
kokhaju,2,koKHAju
rhyme,3,rhymes
ref|dunn,1,ref|Dunn
annika,2,"annika, Annika"
shshsjfjcb,1,shshsjfjcb
volum,61,"volume, Volume, volumes"
pg=pa257,3,pg=PA257
ishq|,1,Ishq|
language”,1,language”
yeux,1,yeux
joel,3,Joel
perceiv,150,"perceived, perceives, perceive, Perceive"
geograph,15,Geographic
gherardi,1,Gherardi
financ,2,finance
bhebbek,1,BHEBBEK
monoth,56,monotheism
havent,8,havent
joey,4,"joey, JOEY"
1086,19,1086
vell,1,velle
fortun,12,"Fortune, fortune"
"other,",1,"other,"
suicide/impuls,1,suicide/impulsive
queer,1,queer
vela,1,VELA
synergist,42,synergistic
romantically-phras,99,romantically-phrased
''birr,6,"''Birr, ''birr"
carli,1,Carly
oord,405,Oord
tane,1,tane
depression,2,depressione
ljubezen,151,Ljubezen
estonian,2,Estonian
non-lov,1,Non-love
chicago,423,Chicago
resembl,62,"resemblance, resembles"
bhagavatha-purana,105,Bhagavatha-Purana
*ewondo:,1,*Ewondo:
impuls,1,impulsive
lvoe,1,lvoe
deduc,1,deduce
nacho,1,nachos
|right|300px,1,|right|300px
allegor,45,allegorically
cintamu,1,Cintamu
====storge====,10,====Storge====
bodi,448,"body, bodies"
otherr,1,otherr
8128,1,8128
sing,2,"sing, SING"
sind,4,sind
vertic,12,vertices
sinc,397,"since, Since"
cuntcak,1,cuntcakes
sina,1,sina
39,26,39
38,13,38
apex-triangl,14,apex-triangle
skool,2,skool
image:,1,Image:
33,2,33
conceiv,224,"conceive, conceived"
30,110,30
36,1,36
later,353,"Later, later"
erogen,1,erogenous
muse.jhu.edu.,2,muse.jhu.edu.
3.,1,3.
climb,1,climbs
honor,8,honor
storgē,2,storgē
latin|amō,4,Latin|amō
甘え,49,甘え
foundat,186,"foundation, Foundation"
uidaodjsdsew.gif|thumb|univers,1,uidaodjsdsew.gif|thumb|Universal
limb,35,"limb, limbs"
prabhupada,2,Prabhupada
sexualschool,1,SexualSchool
fundement,1,fundemental
…,3,…
sympathet,183,sympathetic
disgustingli,1,disgustingly
cho,2,cho
websit,7,"website, Website, WEBSITE, websites"
adveṣa,1,Adveṣa
note|dictionari,9,note|dictionary
advoc,6,"advocates, advocated"
mahalkosibhela,1,mahalkosibhela
kldsjflk,1,kldsjflk
iit,1,IIt
*croatian:,1,*Croatian:
//muse.jhu.edu/journals/journal_of_the_history_of_philosophy/summary/v015/15.3den_uyl.html,2,//muse.jhu.edu/journals/journal_of_the_history_of_philosophy/summary/v015/15.3den_uyl.html
trait,18,"trait, traits"
mohabbat,1,mohabbat
//www.themeaningoflove.net/,1,//www.themeaningoflove.net/
edipo,7,Edipo
train,3,"training, Train, trained"
fsorward,1,fsorward
benhibak,1,Benhibak
physiology==,1,physiology==
name=,720,name=
iii,7,III
account,93,"account, accounts"
alik,2,alike
====christianity====,3,====Christianity====
kang,10,Kang
gabriel,75,"Gabrielle, Gabriele"
alic,1,Alice
*slovak:,1,*Slovak:
obvious,16,"OBVIOUSLY, obviously"
2006-nov-08,1,2006-Nov-08
felo.jpg|,1,Felo.jpg|
didnt,6,didnt
aliv,9,alive
contempl,224,"contemplation, contemplating"
=islam,1,=Islam
affinity.,36,affinity.
sukiyo,1,Sukiyo
boner,3,"BONERs, BONERS"
“aşk,1,“aşk
-zh,1,-zh
everywher,2,"EVERYWHERE, everywhere"
fetu,2,fetus
fett,1,fett
afd,3,AfD
"angered,",2,"angered,"
rape,8,"raping, rapes, rape, raped"
//dating.suite101.com,2,//dating.suite101.com
aft,1,afte
uidaodjsdsew.gif|100px|thumb|right|a,9,uidaodjsdsew.gif|100px|thumb|right|A
says:,3,says:
cho-a-yo,1,cho-a-yo
waterx,1,waterx
likewis,109,Likewise
*czech:,1,*Czech:
combinations:,104,combinations:
assplay,1,assplay
"religion,",2,"religion,"
woolridg,1,woolridge
“flesh,1,“flesh
liebespaar.jpg|thumb|180px|,1,Liebespaar.jpg|thumb|180px|
philosophi,269,"philosophy, Philosophy, philosophi"
racquel..lol,1,Racquel..lol
physic,599,"physically, physical, Physical"
//buddhism.kalachakranet.org/immeasurables.html,43,//buddhism.kalachakranet.org/immeasurables.html
949,41,949
psyche-,1,psyche-
bind,49,"binds, binding, binded"
press|year=1998|id=isbn,107,Press|year=1998|id=ISBN
942,57,942
correspond,576,corresponding
wikit,1,wikitable
//www.gramps.org/limer,110,//www.gramps.org/limerence
chief,1,chief
4love,7,4Love
tronca,1,tronca
sarang,9,"Sarang, sarang"
tronco,1,tronco
'erota,31,'erota
imperson,102,"IMPERSONAL, impersonal"
galaxi,11,"galaxy, Galaxy"
quran-usc|85|14|q=,1,Quran-usc|85|14|q=
georg,4,"george, George"
thyself,8,thyself
bunch,2,Bunches
lf,1,LF
le,222,"le, les, less, Less"
lb,1,lb
la,194,"La, la"
ln,2,ln
lo,56,"los, LO, lo, Los"
|emot,1,|emotions
li,211,li
lv,11,"lv, lvs"
shiel,1,Shiels
lt,152,lt
willing,220,willingness
marsh,4,marshes
|thumb,3,|thumb
affection—,4,affection—
preval,125,"prevalent, prevalence"
ly,3,ly
dad,3,"dad, dads"
because..,1,because..
greater,25,greater
yummmmmmmi,1,yummmmmmmy
vodf,1,VODF
dan,10,"Dan, dans, DAN"
|isbn=,2,|isbn=
dai,1,dai
dat,1,DAT
mention,1,mentioned
kalish,1,Kalish
terminolog,7,terminology
|pages=265,2,|pages=265
-size,2,-sized
day,350,"DAY, Day, day, days"
strive,81,"striving, strive"
l.,11,L.
monogam,4,monogamous
emb,1,embed
====k,29,====K
februari,44,February
gurl,1,gurl
uuuhh,1,UUUHH
delectār,1,delectāre
"traceless,",1,"traceless,"
4-ever,3,4-ever
ref|love-pol,12,ref|love-poll
dickseeromeoandjuliet.jpg|thumb|150px|archetyp,1,DickseeRomeoandJuliet.jpg|thumb|150px|Archetypal
pivot,1,pivotal
“affect,1,“affection
further|lov,1,further|Love
rey,1,REYES
defend,3,"Defender, defend, defended"
defenc,6,defence
dragost,8,Dragoste
mate,408,"mates, Mating, Mate, mate, mating"
ren,13,"ren, Ren"
reo,1,Reo
rel,160,"relative, Relative"
ref,1530,ref
defens,22,defense
math,7,math
schembri,1,SCHEMBRI
clarifi,59,"clarified, clarify"
qur,1,Qur
jessica,439,"jessica, JESSICA, Jessica"
insid,213,inside
quy,2,Quy
frank,20,Frank
265–273,3,265–273
charit,122,charitable
invad,3,invade
|pages=288–94,1,|pages=288–94
heathcot,2,heathcote
releas,78,"released, releases, release"
bleed,1,bleeding
seow,1,Seow
septemb,24,September
sardinia,1,Sardinia
''for,59,''For
loveland,2,Loveland
marcelo,2,Marcelo
15:36,1,15:36
farrow,2,Farrow
mortal,1,Mortally
retain,63,"retaining, retains, retained"
indo-iranian,15,Indo-Iranian
south,2,SOUTH
thje,1,thje
suffix,145,"suffix, suffixes"
sack,358,SACK
philadelphia,128,Philadelphia
sacr,12,Sacred
vandal,26,vandalism
"早戀,",1,"早戀,"
ancient,624,"Ancient, ancient"
desire|year=1994|journal=journ,2,desire|year=1994|journal=Journal
teenansw,1,TeenAnswers
love-,2,"Love-, love-"
"love,",30,"love,, Love,"
love.,92,love.
love+,1,love+
“instant,21,“instant
vagina,10,vagina
semiprotect,1,semiprotected
love=,1,love=
pakistani,2,Pakistani
hilari,1,hilarious
love:,86,"Love:, love:"
shatter,1,shatters
अऩ्पु,1,अऩ्पु
心,23,心
theoriz,47,"theorized, theorize"
gear,1,gear
"orgasms,",2,"orgasms,"
//www.bottlemeamessage.com,1,//www.bottlemeamessage.com
10but,6,10but
hald,1,hald
orgasms:,1,Orgasms:
house|year=1966|edition=,2,House|year=1966|edition=
dnjhguofdhjioug,6,dnjhguofdhjioug
ואני,13,ואני
nobodi,6,nobody
lovee,206,LOVEEE
resist,3,"resistant, resist"
uhm,1,Uhm
kocham,5,"Kocham, kocham"
206-992-8151,1,206-992-8151
embodi,1,embody
beuti,1,beutiful
pooooooooooooooooooooooooooo,1,pooooooooooooooooooooooooooo
structur,6,"structures, structure"
charact,241,"characters, Characters, character"
"hospitality,",1,"hospitality,"
lover,994,"Lovers, LOVER, lover, lovers, Lover"
love|,27,"Love|, love|"
anthropologist,72,"anthropologist, Anthropologist"
===human,158,===Human
shakespear,19,Shakespeare
thereaft,1,thereafter
aquina,18,Aquinas
here.gif|thumb|,1,here.gif|thumb|
''“i,10,''“I
•.•.love•12•7•.•,1,•.•.LOVE•12•7•.•
pituitari,1,pituitary
have,2003,"HAVE, Have, having, have, HAVEE, HAVING, Having"
countryman,1,countryman
youuuuuuu,1,YOUUUUUUU
fuke,1,fuking
mio,1,Mio
min,1,min
mia,1,mia
sambhoga,2,sambhoga
|issue=,1,|issue=
mig,1,mig
322,5,322
mix,200,"mixed, mix"
hc-cover-vi-3-inch.jpg|150px|thumb|right|front,11,HC-Cover-VI-3-inch.jpg|150px|thumb|right|Front
konkani,2,Konkani
mir,1,mir
mit,3,"mits, mit"
unless,8,unless
suprisingli,1,suprisingly
nalingi,1,Nalingi
tengamo,1,tengamos
herman,2,"Herman, herman"
jaan,1,jaan
gather,1,Gathering
request,1,request
6134,1,6134
//slut-wife-black-cock.allsexxdomain.com,2,//slut-wife-black-cock.allsexxdomain.com
curabl,9,curable
absurd,1,absurd
mick,5,Mick
né..,1,né..
2.9.14,1,2.9.14
kita,14,"kita, Kita"
kaayo,1,kaayo
houlden,1,Houlden
text,317,"texts, Text, text"
sdjkgfnzxgf,1,SDJKGFNZXGF
empir,1,empirical
ritchi,1,RITCHIE
texa,3,Texas
betsi,1,Betsy
with,4672,"withing, with, With, WiTH, WITH"
roadtrip,1,Roadtrip
prolong,2,"prolong, prolonged"
bernard,12,Bernard
satan,2,"satanic, SATAN"
conclus,2,"conclusive, conclusion"
5px,80,5px
sparkl,8,sparkling
''love/belong,3,''love/belonging
partly-overlap,35,partly-overlapping
ksh,4,ksh
inferior,3,inferior
chinese|tradit,58,Chinese|Traditional
decid,1,decided
lobi,2,lobi
raptur,1,rapture
muhabbat,2,Muhabbat
bear,8,"Bears, bears, bear"
regularli,60,regularly
bean,2,beans
“friendship”,1,“friendship”
increas,98,"increase, increases, increased, increasing, Increases"
gerran,1,Gerran
organ,279,"organizations, organ, organs"
sdfklghvg,1,sdfklghvg
cicero,94,Cicero
podriamo,1,podriamos
integr,6,"integrity, integration"
consititut,1,consititute
long-entrench,4,long-entrenched
bighead,5,"bighead, Bighead"
madam,2,"Madame, madame"
dillon,1,Dillon
fusion,8,fusion
we,705,"We, we, WE"
–,1126,–
arntt,1,arntt
guevarra,1,guevarra
takeo|takeo,8,Takeo|Takeo
planchett,1,Planchette
''remedia,1,''Remedia
pattern,34,"patterns, pattern"
boundari,103,boundary
indoctrin,17,Indoctrination
col-break,312,col-break
sublim,86,"Sublime, sublimated, sublime"
idfhjhszd,6,idfhjhszd
progress,1,progression
06:06,5,06:06
janet,2,"Janet, janet"
blake,9,"BLAKE, Blake"
inorgasmia,1,inorgasmia
re-creat,1,re-create
janel,2,"janelle, Janelle"
ᑕᑯᑦᓱᒍᓱᑉᐳᖅ/takutsugusuppuq,26,ᑕᑯᑦᓱᒍᓱᑉᐳᖅ/takutsugusuppuq
muuuuuuuuuuuuuuuuuuuxxxxxxxxxxxxxxxxooooooooooooooooooo,1,MUUUUUUUUUUUUUUUUUUUXXXXXXXXXXXXXXXXOOOOOOOOOOOOOOOOOOO
instant,41,instant
mascaró,134,Mascaró
joke,1,jokes
precedent:,1,precedent:
equal,123,"equally, equality, Equality, equal"
empathi,6,empathy
equat,4,"equatable, equation"
futher,13,futher
freeli,2,freely
|valu,3,|value
"phase,",1,"phase,"
comment,12,"Comment, comment, commenting, comments"
paolina,1,PAOLINA
huang,1,huang
commens,1,commense
|year=2004,3,|year=2004
|year=2005,3,|year=2005
ab,1,ab
denis,5,Denise
laugh,2,laugh
|year=2003,66,|year=2003
figmh5hj5f4122315641,6,figmh5hj5f4122315641
ellsworth,2,Ellsworth
unreferenc,1,unreferenced
rumi,14,Rumi
swimmer,1,Swimmer
catherin,2,"catherine, Catherine"
romero,1,Romero
defint,1,Defintion
metta/maitri,1,metta/maitri
navbar|lov,1,navbar|Love
certain,357,"certain, Certain"
rump,3,rump
vigina,1,vigina
ak,1,Ak
"home,",1,"home,"
“i,11,“I
tenderli,6,tenderly
lovemap,6,"lovemap, Lovemaps, lovemaps"
protect,161,"protect, protected, protects"
"benevolence,",1,"benevolence,"
tje,1,tje
''aengu,79,''Aengus
===what,2,===What
peytonismybff14,1,peytonismybff14
an,4094,"an, AN, An"
precisley,1,precisley
lovemak,2,"Lovemaker, lovemaking"
homer,100,Homer
kāma,86,"Kāma, kāma"
bye,1,bye
deletion/dated|page=love|timestamp=20150401030101|year=2015|month=april|day=1|substed=yes|help=off,1,deletion/dated|page=Love|timestamp=20150401030101|year=2015|month=April|day=1|substed=yes|help=off
virtual,1,virtually
book|last=chadwick|first=henry|title=saint,2,book|last=Chadwick|first=Henry|title=Saint
nd,1,nd
agam,6,agam
“with,1,“with
agap,321,"agapic, agap, Agape, Agap, agape, Agapism"
scatter,9,"Scattering, scattering"
niko,1,NIKO
när,1,när
ill,62,"ill, illness"
hope-faith-lov,1,hope-faith-love
rodrigu,1,Rodrigue
“intern,1,“international
almost,115,almost
duration.,2,duration.
*welsh:,1,*Welsh:
ohmyjeezelaweez,1,ohmyjeezelaweeze
partner,329,"partner, partners"
portray,61,"portray, portraying, portrayed, portrays"
'orgasm,1,'orgasm
japanes,436,Japanese
====love,1,====Love
handl,1,handle
dieti,12,"Diety, diety"
"somewhat,",1,"somewhat,"
tiempo,1,tiempo
.when,2,".When, .when"
selfish,257,"selfish, Selfish, selfishness"
samantha,4,"samantha, Samantha"
www.89.com,1,www.89.com
''commitment-stag,14,''commitment-stage
ahyan,2,ahyan
''“jealousi,10,''“jealousy
lakshmi,3,Lakshmi
moyen,1,moyen
360mkliorekl894rjkleifmkfikdirjiogksduoth,5,360mkliorekl894rjkleifmkfikdirjiogksduothe
center,494,center
neural,3,neural
nevertheless,1,Nevertheless
weapon,9,weapon
versatil,135,versatility
thought,292,"Thought, thought, thoughtful, thoughts"
setu,1,setu
goldsworthi,2,goldsworthy
choos,8,"choose, choosing, Choose"
usual,960,"usually, Usually"
ideosyncrat,1,ideosyncratic
jfkl,1,jfkl
clinic,8,"clinical, Clinical"
feminin,1,feminine
surpass,3,surpasses
dakota,1,Dakota
png|215px|thumb|left|th,1,png|215px|thumb|left|The
griffith,2,Griffith
hideou,2,hideous
moretti,1,Moretti
adv,86,Adve
quiero,8,"quiero, Quiero"
devast,1,devastation
9781741290073,1,9781741290073
negligevaps,2,Negligevapse
lake,2,Lake
add,4,"Add, add"
reunit,3,"reunite, reunited"
adn,1,adn
ohhh,2,ohhh
283,2,283
smart,3,"smartness, smart"
italia.,2,italia.
immens,2,immensely
|self-esteem,1,|self-esteem
300px,1,300px
book|last,1,book|last
bhakti,433,"bhakti, Bhakti"
realiz,4,"realized, realize"
gmail.com,1,gmail.com
.but,2,".but, .But"
25105,8,25105
bhakta,35,bhakta
realis,2,"realisation, realise"
*serbocroatian:,1,*Serbocroatian:
insert,12,"Insert, inserted"
like,1813,"liked, like, LIKE, likely, likes, Liking, liking, Like"
success,68,"success, succession, successful, successfully"
agapo,33,"agapo, Agapo"
doctrin,11,"Doctrine, doctrine"
24859,97,24859
explicart,1,EXPLICARTE
pyar,16,"Pyar, pyar"
chick,3,"chicks, CHICKS, chick"
heel,1,HEELS
italian,145,"italian, Italian"
20:29,2,20:29
hail,3,haile
whiner,1,whiners
padamu,7,padamu
-recheck,20,-rechecking
convey,31,"conveyed, convey"
proper,10,proper
*spanish:,1,*Spanish:
empedocl,73,Empedocles
est,34,"este, Est, est"
garrett,2,GARRETT
//www.true-love-relationship-advice.com/true-love.html,26,//www.true-love-relationship-advice.com/true-love.html
agápē,1,agápē
eso,1,ESO
regain,1,regain
zaadz,1,zaadz
bornemann,2,Bornemann
slight,1,slight
écoeurer,1,écoeurer
globalis,1,globalises
host,206,host
dhammapada,7,Dhammapada
faquanda,3,"Faquanda, faquanda"
book|last=oord|first=thoma,1,book|last=Oord|first=Thomas
about,679,"about, About, ABOUT"
|upright,3,|upright
actual,99,"Actually, actual, actually"
justin,3,"justine, JUSTINE"
hotbitch,1,HOTbitch
purist,1,purist
albanian,2,Albanian
justif,1,justification
ander,5,Anders
====storg,4,====Storge
actuat,1,actuates
urieeeeeeeeeeee,1,URIEEEEEEEEEEEEE
anywaaaayz..lol,1,anywaaaayz..lol
desper,3,"desperate, desperation"
unrequit,194,"Unrequited, unrequited"
doesnt,9,"DOESNT, doesnt"
esteem,124,"esteem, esteems"
smarti,1,Smarty
custard,1,custard
1986,232,1986
1987,273,1987
1984,10,1984
1985,7,1985
1980,5,"1980s, 1980"
pictur,198,"picture, Picture, pictures, pictured"
8-,1,8-
1988,3,1988
1989,1,1989
hyun,1,Hyun
inasmuch,1,Inasmuch
sig=xph6nnanxbozgtlwiwm2jrdkfci,3,sig=xPh6nNAnxBozgtlwiwm2jrdKFCI
emori,1,Emory
biggest,2,biggest
buy,1,buy
unexpect,1,unexpected
bus,2,Buss
but,2567,"But, but, BUT"
caitlin,2,Caitlin
''what,1,''What
bum,1,BUM
aiffer,1,Aifferent
"children,",2,"children,"
一天晚上，他们谈到了分手的事，背对背睡下了。半夜，天上打雷了。第一声雷响时，他醒了，下意识地猛地用双手去捂她的耳朵，才发现不知何时他又拥著她。雷声紧接著炸假装什么也没发生，可谁都没有睡著她想也许他还爱我，生怕我受一点点吓。他想，也许她还爱我，不然她不会流泪的。爱的最高境界是经得起平淡的流年。世界上最美的木乃伊,1,一天晚上，他们谈到了分手的事，背对背睡下了。半夜，天上打雷了。第一声雷响时，他醒了，下意识地猛地用双手去捂她的耳朵，才发现不知何时他又拥著她。雷声紧接著炸假装什么也没发生，可谁都没有睡著她想也许他还爱我，生怕我受一点点吓。他想，也许她还爱我，不然她不会流泪的。爱的最高境界是经得起平淡的流年。世界上最美的木乃伊
dashuria,60,Dashuria
wise,4,"wise, wisely, Wise"
supper,1,supper
this…,3,this…
wish,24,"wish, wishes, WISHED"
j,10,"J, j"
showhid,1,showhide
lard-fil,1,lard-filled
drizzl,1,drizzle
dogging_,1,Dogging_
seealso|,1,seealso|
//www.fantacyandlove.com,1,//www.fantacyandlove.com
whisper,1,Whisper
dure,334,"during, During"
pic,1,pics
-chelsi,1,-Chelsi
pie,7,"pie, PIE"
pig,2,Pig
sentido,1,sentido
मतिना,4,मतिना
probabl,332,"probably, Probably"
=genet,1,=Genetic
karunā,23,Karunā
gràdh,192,"gràdh, Gràdh"
"book|author=tennov,",1,"book|author=Tennov,"
detail,183,"detailed, details, detailing, Details"
40,1,40
"4,",1,"4,"
sapir–whorf,2,Sapir–Whorf
=eros=,1,=Eros=
khooba,18,Khooba
情人,58,情人
seck,1,secks
85,1,85
redden,1,reddening
//www.colorcupid.com/nonmember/test.asp,1,//www.colorcupid.com/nonmember/test.asp
nelson,1,Nelson
allthough,1,Allthough
semen,1,semen
christiana,3,"christiana, Christiana"
semin,1,seminal
lo==,1,Lo==
egyptian===,1,Egyptian===
bué,1,bué
nutrient,8,nutrient
"death,",9,"death,"
/font,21,"/FONT, /font"
basketbal,1,basketball
goin,1,goin
"oord,",2,"Oord,"
acquiesc,137,acquiescence
baker,52,Baker
|date=,2,|date=
d'inform,1,d'information
yela,69,Yela
eultur,1,Eultural
clean-up,8,clean-up
