,added,deleted,added - deleted,abs(added - deleted)
atlanta,1.0,1.0,0.0,0.0
atleast,1.0,1.0,0.0,0.0
atqu,1.0,1.0,0.0,0.0
att,1.0,1.0,0.0,0.0
attraction.,1.0,1.0,0.0,0.0
atyp,1.0,1.0,0.0,0.0
aubergin,1.0,1.0,0.0,0.0
aunqu,1.0,1.0,0.0,0.0
australia,1.0,1.0,0.0,0.0
auto-limit,1.0,1.0,0.0,0.0
autumn,1.0,1.0,0.0,0.0
av,1.0,1.0,0.0,0.0
avisha,1.0,1.0,0.0,0.0
aw8w,1.0,1.0,0.0,0.0
awkward,1.0,1.0,0.0,0.0
aww,1.0,1.0,0.0,0.0
awwww,1.0,1.0,0.0,0.0
awwwwwwwwwwwww,1.0,1.0,0.0,0.0
aûsub,1.0,1.0,0.0,0.0
aşkim,1.0,1.0,0.0,0.0
b/d,1.0,1.0,0.0,0.0
b0d4de,1.0,1.0,0.0,0.0
babbyy,1.0,1.0,0.0,0.0
babhfabfhwbqa,1.0,1.0,0.0,0.0
babii,1.0,1.0,0.0,0.0
babyrap,1.0,1.0,0.0,0.0
babyyyyyyi,1.0,1.0,0.0,0.0
bacot,1.0,1.0,0.0,0.0
bacu,1.0,1.0,0.0,0.0
badli,1.0,1.0,0.0,0.0
bae,1.0,1.0,0.0,0.0
bahibik,1.0,1.0,0.0,0.0
bak,1.0,1.0,0.0,0.0
bake,1.0,1.0,0.0,0.0
baklush,1.0,1.0,0.0,0.0
balanc,1.0,1.0,0.0,0.0
ball\,1.0,1.0,0.0,0.0
balloon-shap,1.0,1.0,0.0,0.0
bam,1.0,1.0,0.0,0.0
bang,1.0,1.0,0.0,0.0
bannana,1.0,1.0,0.0,0.0
bantar,1.0,1.0,0.0,0.0
baptist,1.0,1.0,0.0,0.0
bar,1.0,1.0,0.0,0.0
barber,1.0,1.0,0.0,0.0
bare,1.0,1.0,0.0,0.0
barkman,1.0,1.0,0.0,0.0
barren,1.0,1.0,0.0,0.0
"bartscherer,",1.0,1.0,0.0,0.0
basicli,1.0,1.0,0.0,0.0
basketbal,1.0,1.0,0.0,0.0
bat,1.0,1.0,0.0,0.0
bathroom,1.0,1.0,0.0,0.0
bb,1.0,1.0,0.0,0.0
bby.tm,1.0,1.0,0.0,0.0
beast,1.0,1.0,0.0,0.0
beastial,1.0,1.0,0.0,0.0
beati,1.0,1.0,0.0,0.0
beatti,1.0,1.0,0.0,0.0
beaucoup,1.0,1.0,0.0,0.0
because..,1.0,1.0,0.0,0.0
bechara,1.0,1.0,0.0,0.0
becomea,1.0,1.0,0.0,0.0
bedtim,1.0,1.0,0.0,0.0
beg,1.0,1.0,0.0,0.0
behaviour|volume=24|pages=339–357|doi=10.1111/j.1468-5914.1994.tb00259.x|issue=4,1.0,1.0,0.0,0.0
behold,1.0,1.0,0.0,0.0
bei,1.0,1.0,0.0,0.0
beim,1.0,1.0,0.0,0.0
belford,1.0,1.0,0.0,0.0
bellami,1.0,1.0,0.0,0.0
below:,1.0,1.0,0.0,0.0
beng,1.0,1.0,0.0,0.0
benhibak,1.0,1.0,0.0,0.0
benhibik,1.0,1.0,0.0,0.0
benhibkom,1.0,1.0,0.0,0.0
bernardo,1.0,1.0,0.0,0.0
berscheid|berscheid,1.0,1.0,0.0,0.0
besser,1.0,1.0,0.0,0.0
bestest,1.0,1.0,0.0,0.0
bestfriend,1.0,1.0,0.0,0.0
bet,1.0,1.0,0.0,0.0
betsi,1.0,1.0,0.0,0.0
betti,1.0,1.0,0.0,0.0
beuti,1.0,1.0,0.0,0.0
bfhgasdjhgljga,1.0,1.0,0.0,0.0
bhal,1.0,1.0,0.0,0.0
bhebbak,1.0,1.0,0.0,0.0
bhebbek,1.0,1.0,0.0,0.0
bhut,1.0,1.0,0.0,0.0
biatch,1.0,1.0,0.0,0.0
bible-,1.0,1.0,0.0,0.0
biblical:,1.0,1.0,0.0,0.0
bibliographi,1.0,1.0,0.0,0.0
bien,1.0,1.0,0.0,0.0
bieng,1.0,1.0,0.0,0.0
bighorn,1.0,1.0,0.0,0.0
bigpinkheart.jpg|thumb|and,1.0,1.0,0.0,0.0
billi,1.0,1.0,0.0,0.0
bin,1.0,1.0,0.0,0.0
bina,1.0,1.0,0.0,0.0
biology|evolutionari,1.0,1.0,0.0,0.0
bisexu,1.0,1.0,0.0,0.0
bistro,1.0,1.0,0.0,0.0
"bitch,",1.0,1.0,0.0,0.0
bitchin,1.0,1.0,0.0,0.0
bite,1.0,1.0,0.0,0.0
bithc,1.0,1.0,0.0,0.0
bitz,1.0,1.0,0.0,0.0
blackandwhit,1.0,1.0,0.0,0.0
blackburn,1.0,1.0,0.0,0.0
blackburns4,1.0,1.0,0.0,0.0
blameless,1.0,1.0,0.0,0.0
blatantvand,1.0,1.0,0.0,0.0
blaža,1.0,1.0,0.0,0.0
bleau,1.0,1.0,0.0,0.0
bleed,1.0,1.0,0.0,0.0
bleep,1.0,1.0,0.0,0.0
blehhhh,1.0,1.0,0.0,0.0
bleu,1.0,1.0,0.0,0.0
blir,1.0,1.0,0.0,0.0
blog,1.0,1.0,0.0,0.0
blond,1.0,1.0,0.0,0.0
bloom,1.0,1.0,0.0,0.0
blossom,1.0,1.0,0.0,0.0
blown,1.0,1.0,0.0,0.0
blush,1.0,1.0,0.0,0.0
bnmike,1.0,1.0,0.0,0.0
board,1.0,1.0,0.0,0.0
boardid=24582,1.0,1.0,0.0,0.0
bob,1.0,1.0,0.0,0.0
boken,1.0,1.0,0.0,0.0
bokmaal,1.0,1.0,0.0,0.0
bollywood,1.0,1.0,0.0,0.0
bomb,1.0,1.0,0.0,0.0
bon,1.0,1.0,0.0,0.0
"bondedness,",1.0,1.0,0.0,0.0
bonu,1.0,1.0,0.0,0.0
boob,1.0,1.0,0.0,0.0
"book,",1.0,1.0,0.0,0.0
books/love|lov,1.0,1.0,0.0,0.0
books|wikipedia,1.0,1.0,0.0,0.0
"bordom,",1.0,1.0,0.0,0.0
borraron,1.0,1.0,0.0,0.0
bos,1.0,1.0,0.0,0.0
bott,1.0,1.0,0.0,0.0
bourgeoi,1.0,1.0,0.0,0.0
bower,1.0,1.0,0.0,0.0
bowni,1.0,1.0,0.0,0.0
bpeopl,1.0,1.0,0.0,0.0
bradli,1.0,1.0,0.0,0.0
braver,1.0,1.0,0.0,0.0
bre,1.0,1.0,0.0,0.0
breadth,1.0,1.0,0.0,0.0
breakfast,1.0,1.0,0.0,0.0
brendon,1.0,1.0,0.0,0.0
brewer1,1.0,1.0,0.0,0.0
bridg,1.0,1.0,0.0,0.0
brilliant,1.0,1.0,0.0,0.0
britani,1.0,1.0,0.0,0.0
britanico,1.0,1.0,0.0,0.0
british,1.0,1.0,0.0,0.0
broadli,1.0,1.0,0.0,0.0
brook,1.0,1.0,0.0,0.0
broom,1.0,1.0,0.0,0.0
bror,1.0,1.0,0.0,0.0
bros.kenneth,1.0,1.0,0.0,0.0
brother-in-law,1.0,1.0,0.0,0.0
brunner,1.0,1.0,0.0,0.0
bryce+lauren,1.0,1.0,0.0,0.0
bryn,1.0,1.0,0.0,0.0
btw,1.0,1.0,0.0,0.0
bu,1.0,1.0,0.0,0.0
bubbl,1.0,1.0,0.0,0.0
budda,1.0,1.0,0.0,0.0
buddi,1.0,1.0,0.0,0.0
bulcock,1.0,1.0,0.0,0.0
bullet,1.0,1.0,0.0,0.0
bulletin|volume=102|page=331,1.0,1.0,0.0,0.0
bulletin|volume=102|pages=331–345|doi=10.1037/0033-2909.102.3.331|issue=3,1.0,1.0,0.0,0.0
bulli,1.0,1.0,0.0,0.0
bum,1.0,1.0,0.0,0.0
burgo,1.0,1.0,0.0,0.0
burgundi,1.0,1.0,0.0,0.0
buri,1.0,1.0,0.0,0.0
bush,1.0,1.0,0.0,0.0
businessman,1.0,1.0,0.0,0.0
but..your,1.0,1.0,0.0,0.0
butterfli,1.0,1.0,0.0,0.0
buy,1.0,1.0,0.0,0.0
bué,1.0,1.0,0.0,0.0
bye,1.0,1.0,0.0,0.0
bébé,1.0,1.0,0.0,0.0
c***,1.0,1.0,0.0,0.0
cabergolin,1.0,1.0,0.0,0.0
cabergoline|dostinex,1.0,1.0,0.0,0.0
cabes,1.0,1.0,0.0,0.0
cabeza,1.0,1.0,0.0,0.0
cacu,1.0,1.0,0.0,0.0
cagaron,1.0,1.0,0.0,0.0
caitlyn,1.0,1.0,0.0,0.0
calcium,1.0,1.0,0.0,0.0
callum,1.0,1.0,0.0,0.0
calm,1.0,1.0,0.0,0.0
caló,1.0,1.0,0.0,0.0
camelo,1.0,1.0,0.0,0.0
camino,1.0,1.0,0.0,0.0
camoflaug,1.0,1.0,0.0,0.0
camp,1.0,1.0,0.0,0.0
canda,1.0,1.0,0.0,0.0
candi,1.0,1.0,0.0,0.0
cao,1.0,1.0,0.0,0.0
captain_howdi,1.0,1.0,0.0,0.0
cara,1.0,1.0,0.0,0.0
caracteristica,1.0,1.0,0.0,0.0
caractérisé,1.0,1.0,0.0,0.0
carebear,1.0,1.0,0.0,0.0
cari,1.0,1.0,0.0,0.0
carli,1.0,1.0,0.0,0.0
caro,1.0,1.0,0.0,0.0
carous,1.0,1.0,0.0,0.0
carrot,1.0,1.0,0.0,0.0
carv,1.0,1.0,0.0,0.0
casey,1.0,1.0,0.0,0.0
castrat,1.0,1.0,0.0,0.0
cat,1.0,1.0,0.0,0.0
catalonia,1.0,1.0,0.0,0.0
catch,1.0,1.0,0.0,0.0
"category,",1.0,1.0,0.0,0.0
category-inline|lov,1.0,1.0,0.0,0.0
category:,1.0,1.0,0.0,0.0
cathedr,1.0,1.0,0.0,0.0
cañon,1.0,1.0,0.0,0.0
ceci,1.0,1.0,0.0,0.0
"cells,",1.0,1.0,0.0,0.0
cemeteri,1.0,1.0,0.0,0.0
census-alberta,1.0,1.0,0.0,0.0
"century,",1.0,1.0,0.0,0.0
certian,1.0,1.0,0.0,0.0
cet,1.0,1.0,0.0,0.0
cett,1.0,1.0,0.0,0.0
ch'an,1.0,1.0,0.0,0.0
ch'ha,1.0,1.0,0.0,0.0
chaleng,1.0,1.0,0.0,0.0
challeng,1.0,1.0,0.0,0.0
chandan,1.0,1.0,0.0,0.0
channel,1.0,1.0,0.0,0.0
chaper,1.0,1.0,0.0,0.0
char,1.0,1.0,0.0,0.0
charactirist,1.0,1.0,0.0,0.0
charater,1.0,1.0,0.0,0.0
charictir,1.0,1.0,0.0,0.0
chau,1.0,1.0,0.0,0.0
chavalinha,1.0,1.0,0.0,0.0
cheer,1.0,1.0,0.0,0.0
chello,1.0,1.0,0.0,0.0
chemicals:,1.0,1.0,0.0,0.0
chemistry==,1.0,1.0,0.0,0.0
cheney,1.0,1.0,0.0,0.0
chennelyn,1.0,1.0,0.0,0.0
cheri,1.0,1.0,0.0,0.0
cherka,1.0,1.0,0.0,0.0
cherri,1.0,1.0,0.0,0.0
cheveux,1.0,1.0,0.0,0.0
chicka,1.0,1.0,0.0,0.0
chief,1.0,1.0,0.0,0.0
chiholloli,1.0,1.0,0.0,0.0
child.jpg|thumb|left|grandmoth,1.0,1.0,0.0,0.0
chiqui,1.0,1.0,0.0,0.0
cho-a-yo,1.0,1.0,0.0,0.0
chocolati,1.0,1.0,0.0,0.0
chogan,1.0,1.0,0.0,0.0
choix,1.0,1.0,0.0,0.0
choong,1.0,1.0,0.0,0.0
chose,1.0,1.0,0.0,0.0
christa,1.0,1.0,0.0,0.0
christma,1.0,1.0,0.0,0.0
christyy,1.0,1.0,0.0,0.0
church|church,1.0,1.0,0.0,0.0
churvaloo,1.0,1.0,0.0,0.0
chuu,1.0,1.0,0.0,0.0
chwi,1.0,1.0,0.0,0.0
chợt,1.0,1.0,0.0,0.0
ciali,1.0,1.0,0.0,0.0
ciardi,1.0,1.0,0.0,0.0
cintamu,1.0,1.0,0.0,0.0
circumcis,1.0,1.0,0.0,0.0
cjzdczxv,1.0,1.0,0.0,0.0
"clarinette,",1.0,1.0,0.0,0.0
claud,1.0,1.0,0.0,0.0
claudia,1.0,1.0,0.0,0.0
cle,1.0,1.0,0.0,0.0
clearest,1.0,1.0,0.0,0.0
cletu,1.0,1.0,0.0,0.0
cleveland,1.0,1.0,0.0,0.0
click,1.0,1.0,0.0,0.0
climat,1.0,1.0,0.0,0.0
climb,1.0,1.0,0.0,0.0
clint,1.0,1.0,0.0,0.0
clitoral-onli,1.0,1.0,0.0,0.0
clitoridectomi,1.0,1.0,0.0,0.0
clitoris,1.0,1.0,0.0,0.0
clitoris|clitor,1.0,1.0,0.0,0.0
closest,1.0,1.0,0.0,0.0
club,1.0,1.0,0.0,0.0
clutch,1.0,1.0,0.0,0.0
co.kr,1.0,1.0,0.0,0.0
codigo=171,1.0,1.0,0.0,0.0
coexist,1.0,1.0,0.0,0.0
coffin,1.0,1.0,0.0,0.0
coleman,1.0,1.0,0.0,0.0
colleen,1.0,1.0,0.0,0.0
colorado,1.0,1.0,0.0,0.0
columbu,1.0,1.0,0.0,0.0
com/forums/index,1.0,1.0,0.0,0.0
comepyrebvdsajkbsdj,1.0,1.0,0.0,0.0
comic,1.0,1.0,0.0,0.0
commens,1.0,1.0,0.0,0.0
comment..lol,1.0,1.0,0.0,0.0
commitment.,1.0,1.0,0.0,0.0
communityoflov,1.0,1.0,0.0,0.0
como,1.0,1.0,0.0,0.0
"companionate,",1.0,1.0,0.0,0.0
companionship,1.0,1.0,0.0,0.0
compartir,1.0,1.0,0.0,0.0
compel,1.0,1.0,0.0,0.0
compet,1.0,1.0,0.0,0.0
complain,1.0,1.0,0.0,0.0
comprehend,1.0,1.0,0.0,0.0
comprensivo,1.0,1.0,0.0,0.0
compris,1.0,1.0,0.0,0.0
compromis,1.0,1.0,0.0,0.0
comptom,1.0,1.0,0.0,0.0
concentrate/medit,1.0,1.0,0.0,0.0
concern—for,1.0,1.0,0.0,0.0
"condition,",1.0,1.0,0.0,0.0
conect,1.0,1.0,0.0,0.0
conf,1.0,1.0,0.0,0.0
congest,1.0,1.0,0.0,0.0
conlin,1.0,1.0,0.0,0.0
connel,1.0,1.0,0.0,0.0
conqur,1.0,1.0,0.0,0.0
conscienc,1.0,1.0,0.0,0.0
consentu,1.0,1.0,0.0,0.0
conservar,1.0,1.0,0.0,0.0
considéré,1.0,1.0,0.0,0.0
consititut,1.0,1.0,0.0,0.0
contrlooooveeeeeast,1.0,1.0,0.0,0.0
conveid,1.0,1.0,0.0,0.0
conveni,1.0,1.0,0.0,0.0
convictions.,1.0,1.0,0.0,0.0
convincer,1.0,1.0,0.0,0.0
cook,1.0,1.0,0.0,0.0
copi,1.0,1.0,0.0,0.0
coprophilia,1.0,1.0,0.0,0.0
cora,1.0,1.0,0.0,0.0
cordel,1.0,1.0,0.0,0.0
corey,1.0,1.0,0.0,0.0
corinn,1.0,1.0,0.0,0.0
corp.,1.0,1.0,0.0,0.0
cote==,1.0,1.0,0.0,0.0
cotter,1.0,1.0,0.0,0.0
coum,1.0,1.0,0.0,0.0
countercultur,1.0,1.0,0.0,0.0
countryman,1.0,1.0,0.0,0.0
coup,1.0,1.0,0.0,0.0
couple’,1.0,1.0,0.0,0.0
court,1.0,1.0,0.0,0.0
cousin,1.0,1.0,0.0,0.0
cow,1.0,1.0,0.0,0.0
cowper,1.0,1.0,0.0,0.0
crack,1.0,1.0,0.0,0.0
crash,1.0,1.0,0.0,0.0
crawl,1.0,1.0,0.0,0.0
crazy..nah,1.0,1.0,0.0,0.0
"cream,",1.0,1.0,0.0,0.0
creami,1.0,1.0,0.0,0.0
creatur,1.0,1.0,0.0,0.0
credibl,1.0,1.0,0.0,0.0
cree,1.0,1.0,0.0,0.0
creepo,1.0,1.0,0.0,0.0
creo,1.0,1.0,0.0,0.0
crossley,1.0,1.0,0.0,0.0
crucificion,1.0,1.0,0.0,0.0
cruz,1.0,1.0,0.0,0.0
crystallization.jpg|400px|thumb|center|stendh,1.0,1.0,0.0,0.0
ct:,1.0,1.0,0.0,0.0
cuddl,1.0,1.0,0.0,0.0
culd,1.0,1.0,0.0,0.0
cults==,1.0,1.0,0.0,0.0
cum,1.0,1.0,0.0,0.0
cuntcak,1.0,1.0,0.0,0.0
curenc,1.0,1.0,0.0,0.0
currenc,1.0,1.0,0.0,0.0
curri,1.0,1.0,0.0,0.0
cuss,1.0,1.0,0.0,0.0
custard,1.0,1.0,0.0,0.0
cut,1.0,1.0,0.0,0.0
cuter,1.0,1.0,0.0,0.0
cuz,1.0,1.0,0.0,0.0
cy-fair,1.0,1.0,0.0,0.0
cybersex,1.0,1.0,0.0,0.0
cynthia,1.0,1.0,0.0,0.0
cypress-fair/cypress-fal,1.0,1.0,0.0,0.0
cypress-fal,1.0,1.0,0.0,0.0
c’est,1.0,1.0,0.0,0.0
d'inform,1.0,1.0,0.0,0.0
d+p=,1.0,1.0,0.0,0.0
d2,1.0,1.0,0.0,0.0
da/desu,1.0,1.0,0.0,0.0
dablink,1.0,1.0,0.0,0.0
dae,1.0,1.0,0.0,0.0
dai,1.0,1.0,0.0,0.0
daisi,1.0,1.0,0.0,0.0
dakota,1.0,1.0,0.0,0.0
damon,1.0,1.0,0.0,0.0
danel,1.0,1.0,0.0,0.0
daniemust,1.0,1.0,0.0,0.0
danniel,1.0,1.0,0.0,0.0
dannil,1.0,1.0,0.0,0.0
darker,1.0,1.0,0.0,0.0
darkest,1.0,1.0,0.0,0.0
darkli,1.0,1.0,0.0,0.0
"darkness,",1.0,1.0,0.0,0.0
darl,1.0,1.0,0.0,0.0
darlen,1.0,1.0,0.0,0.0
darshan,1.0,1.0,0.0,0.0
dashuroj,1.0,1.0,0.0,0.0
dat,1.0,1.0,0.0,0.0
"date,",1.0,1.0,0.0,0.0
davyion,1.0,1.0,0.0,0.0
dawid,1.0,1.0,0.0,0.0
db-nocontext,1.0,1.0,0.0,0.0
db-nonsens,1.0,1.0,0.0,0.0
deadli,1.0,1.0,0.0,0.0
deadliest,1.0,1.0,0.0,0.0
dealt,1.0,1.0,0.0,0.0
deberia,1.0,1.0,0.0,0.0
dec,1.0,1.0,0.0,0.0
deceiv,1.0,1.0,0.0,0.0
decent,1.0,1.0,0.0,0.0
decid,1.0,1.0,0.0,0.0
decir,1.0,1.0,0.0,0.0
declar,1.0,1.0,0.0,0.0
declaracion,1.0,1.0,0.0,0.0
deduc,1.0,1.0,0.0,0.0
deepest,1.0,1.0,0.0,0.0
defenit,1.0,1.0,0.0,0.0
defini,1.0,1.0,0.0,0.0
defint,1.0,1.0,0.0,0.0
deform,1.0,1.0,0.0,0.0
delant,1.0,1.0,0.0,0.0
delay,1.0,1.0,0.0,0.0
deletion/dated|page=love|timestamp=20150401030101|year=2015|month=april|day=1|substed=yes|help=off,1.0,1.0,0.0,0.0
delv,1.0,1.0,0.0,0.0
dem,1.0,1.0,0.0,0.0
dema,1.0,1.0,0.0,0.0
demandez,1.0,1.0,0.0,0.0
demasiado,1.0,1.0,0.0,0.0
demerit,1.0,1.0,0.0,0.0
demi,1.0,1.0,0.0,0.0
demostrart,1.0,1.0,0.0,0.0
den,1.0,1.0,0.0,0.0
denna,1.0,1.0,0.0,0.0
denomin,1.0,1.0,0.0,0.0
dent,1.0,1.0,0.0,0.0
deodor,1.0,1.0,0.0,0.0
departur,1.0,1.0,0.0,0.0
"depression,",1.0,1.0,0.0,0.0
depression/self-injuri,1.0,1.0,0.0,0.0
desal,1.0,1.0,0.0,0.0
desd,1.0,1.0,0.0,0.0
