,count added,count deleted,added - deleted,abs(added - deleted)
|year=2003,26.0,25.0,1.0,1.0
''ought,25.0,26.0,-1.0,1.0
cambridg,25.0,24.0,1.0,1.0
domin,25.0,24.0,1.0,1.0
enter,25.0,24.0,1.0,1.0
highli,25.0,24.0,1.0,1.0
larg,25.0,24.0,1.0,1.0
necessari,25.0,24.0,1.0,1.0
subconsciousness|subconsci,25.0,26.0,-1.0,1.0
ventromedi,25.0,24.0,1.0,1.0
|doi=10.1023/a:1020611606754,25.0,24.0,1.0,1.0
|journal=journ,25.0,24.0,1.0,1.0
|title=empathi,25.0,24.0,1.0,1.0
//www.geeta-kavita.com/article.asp,24.0,23.0,1.0,1.0
//www.percepp.com/morality.htm,24.0,23.0,1.0,1.0
article=biology_morals_dharma,24.0,23.0,1.0,1.0
audi,24.0,23.0,1.0,1.0
better,24.0,23.0,1.0,1.0
colloquial|colloqui,24.0,25.0,-1.0,1.0
current,24.0,23.0,1.0,1.0
deigh,24.0,23.0,1.0,1.0
everyth,24.0,23.0,1.0,1.0
host,24.0,23.0,1.0,1.0
narrowli,24.0,23.0,1.0,1.0
particularli,24.0,23.0,1.0,1.0
sanction,24.0,23.0,1.0,1.0
systems==,24.0,23.0,1.0,1.0
1995.,23.0,24.0,-1.0,1.0
excess,23.0,22.0,1.0,1.0
expand,23.0,22.0,1.0,1.0
maxim,23.0,22.0,1.0,1.0
0032-8332,22.0,21.0,1.0,1.0
36|issue=,22.0,21.0,1.0,1.0
3|pages=,22.0,21.0,1.0,1.0
443-457,22.0,23.0,-1.0,1.0
biblical-bas,22.0,21.0,1.0,1.0
concess,22.0,21.0,1.0,1.0
convincingli,22.0,21.0,1.0,1.0
corrupt,22.0,21.0,1.0,1.0
differenti,22.0,21.0,1.0,1.0
done,22.0,21.0,1.0,1.0
intersect,22.0,21.0,1.0,1.0
major,22.0,21.0,1.0,1.0
nationalist,22.0,21.0,1.0,1.0
occur,22.0,21.0,1.0,1.0
paterson,22.0,21.0,1.0,1.0
perform,22.0,21.0,1.0,1.0
prototyp,22.0,21.0,1.0,1.0
putnam|robert,22.0,23.0,-1.0,1.0
sanjida,22.0,21.0,1.0,1.0
video,22.0,21.0,1.0,1.0
yorker,22.0,21.0,1.0,1.0
|authorlink=,22.0,21.0,1.0,1.0
befor,21.0,20.0,1.0,1.0
career,21.0,22.0,-1.0,1.0
commit,21.0,20.0,1.0,1.0
explicit,21.0,20.0,1.0,1.0
johnathan,21.0,20.0,1.0,1.0
pagewanted=print,21.0,20.0,1.0,1.0
pinker,21.0,20.0,1.0,1.0
primates|volume=,21.0,20.0,1.0,1.0
retriev,21.0,20.0,1.0,1.0
shown,21.0,20.0,1.0,1.0
society|title=religios,21.0,22.0,-1.0,1.0
wish,21.0,20.0,1.0,1.0
|coauthors=,21.0,20.0,1.0,1.0
'right,20.0,19.0,1.0,1.0
1995|month=,20.0,19.0,1.0,1.0
affect,20.0,19.0,1.0,1.0
hand,20.0,19.0,1.0,1.0
implicit,20.0,19.0,1.0,1.0
july|title=,20.0,19.0,1.0,1.0
knowledg,20.0,19.0,1.0,1.0
phil,20.0,19.0,1.0,1.0
principles.,20.0,19.0,1.0,1.0
rational,20.0,19.0,1.0,1.0
ask,19.0,20.0,-1.0,1.0
divid,19.0,18.0,1.0,1.0
elsevi,19.0,18.0,1.0,1.0
non-real,19.0,18.0,1.0,1.0
penal,19.0,18.0,1.0,1.0
sophist,19.0,18.0,1.0,1.0
threat,19.0,18.0,1.0,1.0
''dualism,18.0,17.0,1.0,1.0
10.1007/bf02382862,18.0,17.0,1.0,1.0
102–103,18.0,17.0,1.0,1.0
13,18.0,17.0,1.0,1.0
38-47,18.0,17.0,1.0,1.0
ant,18.0,17.0,1.0,1.0
assumpt,18.0,17.0,1.0,1.0
birth,18.0,17.0,1.0,1.0
coincid,18.0,17.0,1.0,1.0
"delinquency,38,3-21.",18.0,17.0,1.0,1.0
eat,18.0,17.0,1.0,1.0
educ,18.0,17.0,1.0,1.0
emphas,18.0,17.0,1.0,1.0
excerpt,18.0,17.0,1.0,1.0
far,18.0,17.0,1.0,1.0
henc,18.0,17.0,1.0,1.0
inspir,18.0,17.0,1.0,1.0
johnston,18.0,17.0,1.0,1.0
mental,18.0,17.0,1.0,1.0
norm|custom,18.0,17.0,1.0,1.0
nurs,18.0,17.0,1.0,1.0
offer,18.0,17.0,1.0,1.0
reaction,18.0,17.0,1.0,1.0
second,18.0,19.0,-1.0,1.0
train,18.0,17.0,1.0,1.0
127–159,17.0,16.0,1.0,1.0
198-225,17.0,18.0,-1.0,1.0
263-274,17.0,18.0,-1.0,1.0
30,17.0,16.0,1.0,1.0
age,17.0,16.0,1.0,1.0
aristotelian,17.0,18.0,-1.0,1.0
author=gerson,17.0,16.0,1.0,1.0
class,17.0,16.0,1.0,1.0
courag,17.0,16.0,1.0,1.0
dq=shermer+exegesi,17.0,16.0,1.0,1.0
ei=eic1snoie4uwyattmaj2bg,17.0,16.0,1.0,1.0
environ,17.0,16.0,1.0,1.0
health|,17.0,16.0,1.0,1.0
id=eevvwacmbaac,17.0,16.0,1.0,1.0
ident,17.0,16.0,1.0,1.0
indic,17.0,16.0,1.0,1.0
interview,17.0,16.0,1.0,1.0
jew,17.0,16.0,1.0,1.0
limit,17.0,16.0,1.0,1.0
look|,17.0,16.0,1.0,1.0
maryland|,17.0,16.0,1.0,1.0
modifi,17.0,16.0,1.0,1.0
mortal,17.0,16.0,1.0,1.0
neuro-scientist,17.0,16.0,1.0,1.0
pg=pa19,17.0,16.0,1.0,1.0
phrase,17.0,16.0,1.0,1.0
"religion,13,455-462",17.0,16.0,1.0,1.0
restrain,17.0,16.0,1.0,1.0
sig=acfu3u3kfh8kp8ns8-ygpqbui03n1jrpeg,17.0,16.0,1.0,1.0
university|,17.0,16.0,1.0,1.0
year=2005|,17.0,16.0,1.0,1.0
year=2006|,17.0,16.0,1.0,1.0
|author=fernandez,17.0,16.0,1.0,1.0
|chapterurl=http,17.0,16.0,1.0,1.0
|person,17.0,16.0,1.0,1.0
''wisdom,16.0,15.0,1.0,1.0
//dictionary.reference.com/browse/amor,16.0,17.0,-1.0,1.0
136,16.0,15.0,1.0,1.0
2010-06-18,16.0,17.0,-1.0,1.0
31,16.0,15.0,1.0,1.0
anita,16.0,15.0,1.0,1.0
anti-realist,16.0,15.0,1.0,1.0
conduct|cod,16.0,15.0,1.0,1.0
guid,16.0,15.0,1.0,1.0
millennium,16.0,15.0,1.0,1.0
money,16.0,15.0,1.0,1.0
perfectli,16.0,15.0,1.0,1.0
prevail,16.0,15.0,1.0,1.0
releas,16.0,15.0,1.0,1.0
self-interest,16.0,17.0,-1.0,1.0
superson,16.0,15.0,1.0,1.0
temper,16.0,15.0,1.0,1.0
transcend,16.0,15.0,1.0,1.0
|author=d,16.0,15.0,1.0,1.0
|authorlink=michael,16.0,15.0,1.0,1.0
|chapter=transcend,16.0,15.0,1.0,1.0
|first=michael,16.0,15.0,1.0,1.0
|last=sherm,16.0,15.0,1.0,1.0
''human,15.0,14.0,1.0,1.0
''kind,15.0,14.0,1.0,1.0
''love,15.0,14.0,1.0,1.0
''social,15.0,14.0,1.0,1.0
//www.artsandopinion.com/2007_v6_n6/chomsky-4.htm,15.0,14.0,1.0,1.0
//www.zmag.org/content/showarticle.cfm,15.0,14.0,1.0,1.0
19,15.0,14.0,1.0,1.0
2002,15.0,14.0,1.0,1.0
323–348,15.0,14.0,1.0,1.0
443–457,15.0,14.0,1.0,1.0
adult,15.0,14.0,1.0,1.0
america,15.0,14.0,1.0,1.0
classes:,15.0,14.0,1.0,1.0
consequenti,15.0,14.0,1.0,1.0
freud,15.0,14.0,1.0,1.0
gabriel,15.0,14.0,1.0,1.0
guilt-sham,15.0,14.0,1.0,1.0
highest,15.0,14.0,1.0,1.0
infer,15.0,14.0,1.0,1.0
mutual,15.0,14.0,1.0,1.0
o,15.0,14.0,1.0,1.0
propound,15.0,14.0,1.0,1.0
r,15.0,14.0,1.0,1.0
redirect|appropriate||appropri,15.0,14.0,1.0,1.0
sigmund,15.0,14.0,1.0,1.0
super-ego,15.0,14.0,1.0,1.0
thousand,15.0,14.0,1.0,1.0
utilitarian,15.0,14.0,1.0,1.0
witch,15.0,14.0,1.0,1.0
2004.,14.0,13.0,1.0,1.0
antoni,14.0,13.0,1.0,1.0
aris,14.0,13.0,1.0,1.0
burn,14.0,13.0,1.0,1.0
cognitive-development,14.0,13.0,1.0,1.0
damon,14.0,13.0,1.0,1.0
elliot,14.0,13.0,1.0,1.0
face,14.0,13.0,1.0,1.0
gb,14.0,13.0,1.0,1.0
grasp,14.0,13.0,1.0,1.0
group|accessdate=,14.0,13.0,1.0,1.0
group|date=,14.0,13.0,1.0,1.0
hoffman,14.0,13.0,1.0,1.0
immedi,14.0,13.0,1.0,1.0
intellectu,14.0,13.0,1.0,1.0
label|d|d|non,14.0,13.0,1.0,1.0
main|divin,14.0,13.0,1.0,1.0
main|eth,14.0,13.0,1.0,1.0
mordechai,14.0,13.0,1.0,1.0
naturalism|eth,14.0,13.0,1.0,1.0
naturalist,14.0,13.0,1.0,1.0
nisan,14.0,13.0,1.0,1.0
non-naturalist,14.0,13.0,1.0,1.0
nr12,14.0,13.0,1.0,1.0
overview,14.0,13.0,1.0,1.0
pages=383,14.0,13.0,1.0,1.0
politics==,14.0,13.0,1.0,1.0
pp179-183,14.0,13.0,1.0,1.0
psychoanalyst,14.0,13.0,1.0,1.0
psychology|soci,14.0,13.0,1.0,1.0
tenet,14.0,13.0,1.0,1.0
turiel,14.0,13.0,1.0,1.0
virtuou,14.0,13.0,1.0,1.0
whom,14.0,13.0,1.0,1.0
william,14.0,13.0,1.0,1.0
year=2004,14.0,13.0,1.0,1.0
|page=,14.0,13.0,1.0,1.0
''charact,13.0,12.0,1.0,1.0
//www.barna.org/barna-update/article/15-familykids/42-new-marriage-and-divorce-statistics-released|title=,13.0,12.0,1.0,1.0
198–225,13.0,12.0,1.0,1.0
22:18,13.0,12.0,1.0,1.0
251–266,13.0,12.0,1.0,1.0
263–274,13.0,12.0,1.0,1.0
323–340,13.0,12.0,1.0,1.0
377–391,13.0,12.0,1.0,1.0
38–47,13.0,12.0,1.0,1.0
43–70,13.0,12.0,1.0,1.0
952–958,13.0,12.0,1.0,1.0
===descript,13.0,12.0,1.0,1.0
===realism,13.0,12.0,1.0,1.0
aliv,13.0,12.0,1.0,1.0
anti-realism===,13.0,12.0,1.0,1.0
comput,13.0,12.0,1.0,1.0
connot,13.0,12.0,1.0,1.0
draw,13.0,12.0,1.0,1.0
entri,13.0,12.0,1.0,1.0
experiment,13.0,12.0,1.0,1.0
hominid,13.0,12.0,1.0,1.0
inconsist,13.0,12.0,1.0,1.0
justli,13.0,12.0,1.0,1.0
keen,13.0,12.0,1.0,1.0
period,13.0,12.0,1.0,1.0
religion|religios,13.0,14.0,-1.0,1.0
s.|,13.0,14.0,-1.0,1.0
shalt,13.0,12.0,1.0,1.0
shane,13.0,12.0,1.0,1.0
sociobiolog,13.0,12.0,1.0,1.0
substanti,13.0,12.0,1.0,1.0
teen,13.0,12.0,1.0,1.0
thou,13.0,12.0,1.0,1.0
weasel,13.0,12.0,1.0,1.0
weight,13.0,12.0,1.0,1.0
|last=o’connel,13.0,12.0,1.0,1.0
'treat,12.0,11.0,1.0,1.0
134,12.0,11.0,1.0,1.0
1979,12.0,11.0,1.0,1.0
19878727,12.0,11.0,1.0,1.0
2707–2716,12.0,11.0,1.0,1.0
49,12.0,11.0,1.0,1.0
ago,12.0,11.0,1.0,1.0
antonenko,12.0,11.0,1.0,1.0
area.,12.0,11.0,1.0,1.0
aristotelianism|aristotelian,12.0,11.0,1.0,1.0
atroc,12.0,11.0,1.0,1.0
averag,12.0,11.0,1.0,1.0
chapouthier|chapouthi,12.0,13.0,-1.0,1.0
cl,12.0,11.0,1.0,1.0
compat,12.0,11.0,1.0,1.0
creed,12.0,11.0,1.0,1.0
deliber,12.0,11.0,1.0,1.0
devot,12.0,11.0,1.0,1.0
encyclopedia=a,12.0,11.0,1.0,1.0
fervor,12.0,11.0,1.0,1.0
harenski,12.0,11.0,1.0,1.0
ideolog,12.0,13.0,-1.0,1.0
inevit,12.0,11.0,1.0,1.0
ka,12.0,11.0,1.0,1.0
kiehl,12.0,11.0,1.0,1.0
lean,12.0,11.0,1.0,1.0
neuroimag,12.0,11.0,1.0,1.0
oneself,12.0,11.0,1.0,1.0
pan,12.0,11.0,1.0,1.0
pieti,12.0,11.0,1.0,1.0
post,12.0,11.0,1.0,1.0
predict,12.0,11.0,1.0,1.0
press|accessdate=3,12.0,11.0,1.0,1.0
pro-soci,12.0,11.0,1.0,1.0
publishers|th,12.0,11.0,1.0,1.0
pure,12.0,11.0,1.0,1.0
rat,12.0,11.0,1.0,1.0
relativist,12.0,11.0,1.0,1.0
righteous,12.0,13.0,-1.0,1.0
rule|editor,12.0,11.0,1.0,1.0
section|date=decemb,12.0,11.0,1.0,1.0
sincer,12.0,11.0,1.0,1.0
spirit,12.0,11.0,1.0,1.0
subconsci,12.0,11.0,1.0,1.0
superstiti,12.0,11.0,1.0,1.0
testifi,12.0,11.0,1.0,1.0
unsaf,12.0,11.0,1.0,1.0
zmag,12.0,11.0,1.0,1.0
|date=2002-07-02,12.0,11.0,1.0,1.0
|date=2007-08-03,12.0,11.0,1.0,1.0
|last=chomski,12.0,11.0,1.0,1.0
|last=schivon,12.0,11.0,1.0,1.0
|prescript,12.0,13.0,-1.0,1.0
|principl,12.0,11.0,1.0,1.0
|title=golden,12.0,11.0,1.0,1.0
|title=on,12.0,11.0,1.0,1.0
''wild,11.0,10.0,1.0,1.0
'the,11.0,12.0,-1.0,1.0
//www.libchrist.com/bible/howsexsin.html,11.0,10.0,1.0,1.0
//www.metalog.org/files/tpb/god.g.html,11.0,10.0,1.0,1.0
//www.metalog.org/files/tpb/reply.html,11.0,10.0,1.0,1.0
131–141,11.0,10.0,1.0,1.0
1963,11.0,10.0,1.0,1.0
1967,11.0,10.0,1.0,1.0
978-0729538732,11.0,10.0,1.0,1.0
addit,11.0,10.0,1.0,1.0
campbel,11.0,10.0,1.0,1.0
cohes,11.0,10.0,1.0,1.0
coyot,11.0,10.0,1.0,1.0
cultiv,11.0,10.0,1.0,1.0
dolphin,11.0,10.0,1.0,1.0
drop,11.0,10.0,1.0,1.0
februari,11.0,10.0,1.0,1.0
gave,11.0,10.0,1.0,1.0
habit,11.0,10.0,1.0,1.0
interrel,11.0,10.0,1.0,1.0
invers,11.0,12.0,-1.0,1.0
landscap,11.0,10.0,1.0,1.0
low,11.0,10.0,1.0,1.0
mammal,11.0,10.0,1.0,1.0
muscl,11.0,10.0,1.0,1.0
other-regard,11.0,10.0,1.0,1.0
ou,11.0,10.0,1.0,1.0
passag,11.0,10.0,1.0,1.0
proxim,11.0,10.0,1.0,1.0
reflist,11.0,10.0,1.0,1.0
repli,11.0,10.0,1.0,1.0
suspect,11.0,10.0,1.0,1.0
trend,11.0,10.0,1.0,1.0
viewpoint,11.0,10.0,1.0,1.0
wolv,11.0,10.0,1.0,1.0
|isbn=0805075208,11.0,10.0,1.0,1.0
-base,10.0,11.0,-1.0,1.0
11–12,10.0,9.0,1.0,1.0
adher,10.0,9.0,1.0,1.0
andré,10.0,9.0,1.0,1.0
bible|bibl,10.0,11.0,-1.0,1.0
book|last=harris|first=sam|authorlink=sam,10.0,9.0,1.0,1.0
confirm,10.0,9.0,1.0,1.0
content,10.0,9.0,1.0,1.0
deed,10.0,9.0,1.0,1.0
essenc,10.0,9.0,1.0,1.0
experienc,10.0,9.0,1.0,1.0
fact—plainli,10.0,9.0,1.0,1.0
first=shankar,10.0,9.0,1.0,1.0
geo-cultur,10.0,9.0,1.0,1.0
grossli,10.0,9.0,1.0,1.0
harri,10.0,9.0,1.0,1.0
healthi,10.0,9.0,1.0,1.0
hope,10.0,9.0,1.0,1.0
imit,10.0,9.0,1.0,1.0
improp,10.0,9.0,1.0,1.0
infect,10.0,9.0,1.0,1.0
juvenil,10.0,9.0,1.0,1.0
label|e|e|non,10.0,9.0,1.0,1.0
landscape|th,10.0,9.0,1.0,1.0
last=vedantam,10.0,9.0,1.0,1.0
leader,10.0,9.0,1.0,1.0
main|mirror,10.0,9.0,1.0,1.0
minut,10.0,9.0,1.0,1.0
news|,10.0,9.0,1.0,1.0
novel,10.0,9.0,1.0,1.0
over-al,10.0,9.0,1.0,1.0
permit,10.0,9.0,1.0,1.0
pregnanc,10.0,9.0,1.0,1.0
press|location=new,10.0,9.0,1.0,1.0
quick,10.0,9.0,1.0,1.0
remain,10.0,9.0,1.0,1.0
riski,10.0,9.0,1.0,1.0
self-identifi,10.0,9.0,1.0,1.0
std,10.0,9.0,1.0,1.0
supernatur,10.0,9.0,1.0,1.0
theme,10.0,9.0,1.0,1.0
torah,10.0,11.0,-1.0,1.0
unabl,10.0,9.0,1.0,1.0
washington,10.0,9.0,1.0,1.0
well.,10.0,9.0,1.0,1.0
work=th,10.0,9.0,1.0,1.0
worship,10.0,9.0,1.0,1.0
york|isbn=1-4391-7121-1,10.0,9.0,1.0,1.0
|pages=11-26,10.0,9.0,1.0,1.0
|year=2010|publisher=fre,10.0,9.0,1.0,1.0
//www.amazon.com/good-natured-origins-humans-animals/dp/0674356616,9.0,8.0,1.0,1.0
//www.themontrealreview.com/2009/what-neuroscience-tells-us-about-morality.php,9.0,8.0,1.0,1.0
14,9.0,8.0,1.0,1.0
65,9.0,8.0,1.0,1.0
==philosophy==,9.0,8.0,1.0,1.0
also|evolut,9.0,8.0,1.0,1.0
barna1,9.0,8.0,1.0,1.0
blanch,9.0,8.0,1.0,1.0
bodi,9.0,8.0,1.0,1.0
cart,9.0,8.0,1.0,1.0
cast,9.0,8.0,1.0,1.0
codes==,9.0,10.0,-1.0,1.0
colleg,9.0,8.0,1.0,1.0
commonly-held,9.0,8.0,1.0,1.0
confer,9.0,8.0,1.0,1.0
contest,9.0,8.0,1.0,1.0
daniel,9.0,8.0,1.0,1.0
elderli,9.0,8.0,1.0,1.0
ethics|eth,9.0,8.0,1.0,1.0
framework,9.0,8.0,1.0,1.0
gain,9.0,8.0,1.0,1.0
incorrect,9.0,8.0,1.0,1.0
infidel,9.0,8.0,1.0,1.0
inhibition|inhibit,9.0,10.0,-1.0,1.0
introduc,9.0,8.0,1.0,1.0
lab,9.0,8.0,1.0,1.0
long,9.0,8.0,1.0,1.0
mass,9.0,8.0,1.0,1.0
morgan,9.0,8.0,1.0,1.0
norman,9.0,8.0,1.0,1.0
occupi,9.0,8.0,1.0,1.0
others—mor,9.0,8.0,1.0,1.0
properli,9.0,8.0,1.0,1.0
self,9.0,8.0,1.0,1.0
short|date=jun,9.0,10.0,-1.0,1.0
so-cal,9.0,10.0,-1.0,1.0
sociocultur,9.0,8.0,1.0,1.0
soul,9.0,8.0,1.0,1.0
tie,9.0,8.0,1.0,1.0
twentieth,9.0,8.0,1.0,1.0
unbeliev,9.0,8.0,1.0,1.0
x,9.0,10.0,-1.0,1.0
//www.wordiq.com/definition/amor,8.0,7.0,1.0,1.0
28,8.0,9.0,-1.0,1.0
336,8.0,7.0,1.0,1.0
81,8.0,7.0,1.0,1.0
98,8.0,7.0,1.0,1.0
==further,8.0,7.0,1.0,1.0
also|kohlberg,8.0,7.0,1.0,1.0
came,8.0,7.0,1.0,1.0
circumstances.,8.0,7.0,1.0,1.0
dead,8.0,7.0,1.0,1.0
dozen,8.0,7.0,1.0,1.0
impair,8.0,7.0,1.0,1.0
irrat,8.0,7.0,1.0,1.0
judgement,8.0,9.0,-1.0,1.0
main|mor,8.0,7.0,1.0,1.0
menski,8.0,7.0,1.0,1.0
michigan,8.0,7.0,1.0,1.0
moralita,8.0,7.0,1.0,1.0
"of,",8.0,7.0,1.0,1.0
professor,8.0,7.0,1.0,1.0
rang,8.0,7.0,1.0,1.0
reading==,8.0,7.0,1.0,1.0
sacrific,8.0,7.0,1.0,1.0
sax,8.0,7.0,1.0,1.0
secur,8.0,7.0,1.0,1.0
see|jean_piaget,8.0,7.0,1.0,1.0
surround,8.0,7.0,1.0,1.0
unexpect,8.0,7.0,1.0,1.0
werner,8.0,7.0,1.0,1.0
wordiq,8.0,9.0,-1.0,1.0
worri,8.0,7.0,1.0,1.0
''complex,7.0,6.0,1.0,1.0
*burkett,7.0,6.0,1.0,1.0
*chard-wierschem,7.0,6.0,1.0,1.0
*cochran,7.0,6.0,1.0,1.0
*evan,7.0,6.0,1.0,1.0
*grasmick,7.0,6.0,1.0,1.0
*higgin,7.0,6.0,1.0,1.0
*powel,7.0,6.0,1.0,1.0
//141.14.165.6/cogsci09/papers/500/,7.0,6.0,1.0,1.0
//brewright.com/articles/if,7.0,6.0,1.0,1.0
0967370574,7.0,6.0,1.0,1.0
107,7.0,6.0,1.0,1.0
11,7.0,6.0,1.0,1.0
15,7.0,6.0,1.0,1.0
1|publisher=,7.0,6.0,1.0,1.0
2001|edition=,7.0,6.0,1.0,1.0
2009.,7.0,6.0,1.0,1.0
20commandments.pdf|title=,7.0,6.0,1.0,1.0
20keep,7.0,6.0,1.0,1.0
20love,7.0,6.0,1.0,1.0
20me,7.0,6.0,1.0,1.0
20mi,7.0,6.0,1.0,1.0
20you,7.0,6.0,1.0,1.0
31st,7.0,6.0,1.0,1.0
61,7.0,6.0,1.0,1.0
6753–6758,7.0,6.0,1.0,1.0
88–89,7.0,6.0,1.0,1.0
9780333262047,7.0,6.0,1.0,1.0
academi,7.0,6.0,1.0,1.0
action.,7.0,6.0,1.0,1.0
adapt,7.0,6.0,1.0,1.0
america|pna,7.0,6.0,1.0,1.0
analys,7.0,6.0,1.0,1.0
annual,7.0,6.0,1.0,1.0
antoin,7.0,6.0,1.0,1.0
antonio,7.0,6.0,1.0,1.0
baier|first1=,7.0,6.0,1.0,1.0
bechara,7.0,6.0,1.0,1.0
bhagavad,7.0,6.0,1.0,1.0
bigger,7.0,6.0,1.0,1.0
book|last=yandel,7.0,6.0,1.0,1.0
bradley,7.0,6.0,1.0,1.0
brown:,7.0,6.0,1.0,1.0
clarifi,7.0,6.0,1.0,1.0
colin,7.0,6.0,1.0,1.0
connection.,7.0,8.0,-1.0,1.0
counsel,7.0,6.0,1.0,1.0
despit,7.0,6.0,1.0,1.0
doi|10.1016/j.neuroimage.2009.10.062,7.0,6.0,1.0,1.0
doi|10.1016/j.neuron.2010.03.003,7.0,6.0,1.0,1.0
e.|date=,7.0,6.0,1.0,1.0
earth,7.0,6.0,1.0,1.0
earthli,7.0,6.0,1.0,1.0
exodu,7.0,6.0,1.0,1.0
forth,7.0,6.0,1.0,1.0
gita,7.0,6.0,1.0,1.0
god.,7.0,6.0,1.0,1.0
hanna,7.0,6.0,1.0,1.0
hartshorn,7.0,6.0,1.0,1.0
homeless,7.0,6.0,1.0,1.0
humanitarian,7.0,6.0,1.0,1.0
id=3ewgaqaaiaaj,7.0,6.0,1.0,1.0
inconclus,7.0,6.0,1.0,1.0
inter-person,7.0,6.0,1.0,1.0
j.|last2=,7.0,6.0,1.0,1.0
japan,7.0,6.0,1.0,1.0
jr,7.0,8.0,-1.0,1.0
k,7.0,6.0,1.0,1.0
krishna,7.0,6.0,1.0,1.0
main,7.0,8.0,-1.0,1.0
montreal,7.0,6.0,1.0,1.0
needed|date=august,7.0,6.0,1.0,1.0
persist,7.0,6.0,1.0,1.0
persuas,7.0,6.0,1.0,1.0
princeton,7.0,6.0,1.0,1.0
prioriti,7.0,6.0,1.0,1.0
rank,7.0,6.0,1.0,1.0
religion|year=1973|publisher=mcgraw-hill|url=http,7.0,6.0,1.0,1.0
seat,7.0,6.0,1.0,1.0
section|date=august,7.0,8.0,-1.0,1.0
self-determin,7.0,8.0,-1.0,1.0
shultz,7.0,6.0,1.0,1.0
sikhism,7.0,6.0,1.0,1.0
similarli,7.0,6.0,1.0,1.0
solv,7.0,6.0,1.0,1.0
subjects.,7.0,6.0,1.0,1.0
symposium,7.0,6.0,1.0,1.0
systems–aaai,7.0,6.0,1.0,1.0
t.r,7.0,6.0,1.0,1.0
therebi,7.0,6.0,1.0,1.0
tranel,7.0,6.0,1.0,1.0
unclear,7.0,6.0,1.0,1.0
vmpc-impair,7.0,6.0,1.0,1.0
wright|first2=,7.0,6.0,1.0,1.0
|author=conroy,7.0,8.0,-1.0,1.0
|deserv,7.0,6.0,1.0,1.0
|first6=,7.0,6.0,1.0,1.0
|first=keith,7.0,6.0,1.0,1.0
|last6=,7.0,6.0,1.0,1.0
|pages=383,7.0,8.0,-1.0,1.0
|year=2004,7.0,8.0,-1.0,1.0
.”,6.0,5.0,1.0,1.0
//moralitylab.bc.edu/publications/,6.0,5.0,1.0,1.0
//moses.creighton.edu/jrs/2006/2006-7.pdf,6.0,5.0,1.0,1.0
//wat1224.ucr.edu/morality/monin,6.0,5.0,1.0,1.0
//www.adherents.com/largecom/baptist_divorce.html,6.0,5.0,1.0,1.0
//www.archive.org/details/conceptofmorals029360mbp,6.0,5.0,1.0,1.0
//www.independent.co.uk/news/uk/home-news/young-people-see-family-care-as-higher-moral-priority-than-religion-8129687.html,6.0,5.0,1.0,1.0
//www.springerlink.com/content/a8926q746t212727/,6.0,5.0,1.0,1.0
1990|location=new,6.0,5.0,1.0,1.0
2000|publisher=,6.0,5.0,1.0,1.0
202010,6.0,5.0,1.0,1.0
20compass,6.0,5.0,1.0,1.0
20licensing.pdf,6.0,5.0,1.0,1.0
20moral,6.0,5.0,1.0,1.0
20on,6.0,5.0,1.0,1.0
344-357.,6.0,5.0,1.0,1.0
4/5,6.0,5.0,1.0,1.0
5–6,6.0,5.0,1.0,1.0
845–851,6.0,5.0,1.0,1.0
==religion,6.0,7.0,-1.0,1.0
aggrav,6.0,5.0,1.0,1.0
aggreg,6.0,7.0,-1.0,1.0
albert,6.0,5.0,1.0,1.0
ale,6.0,5.0,1.0,1.0
alvaro,6.0,5.0,1.0,1.0
anti,6.0,5.0,1.0,1.0
assault,6.0,5.0,1.0,1.0
astronom,6.0,5.0,1.0,1.0
attribut,6.0,5.0,1.0,1.0
audienc,6.0,5.0,1.0,1.0
behavior|pro-soci,6.0,5.0,1.0,1.0
blend,6.0,5.0,1.0,1.0
boston,6.0,5.0,1.0,1.0
british,6.0,5.0,1.0,1.0
bu,6.0,5.0,1.0,1.0
burglari,6.0,5.0,1.0,1.0
camprodon,6.0,5.0,1.0,1.0
charit,6.0,5.0,1.0,1.0
christin,6.0,5.0,1.0,1.0
churchland|title=braintrust,6.0,5.0,1.0,1.0
clark,6.0,5.0,1.0,1.0
coloni,6.0,5.0,1.0,1.0
crime—such,6.0,5.0,1.0,1.0
crowd,6.0,5.0,1.0,1.0
dacher,6.0,5.0,1.0,1.0
daili,6.0,5.0,1.0,1.0
desert,6.0,7.0,-1.0,1.0
dispar,6.0,5.0,1.0,1.0
dissoci,6.0,5.0,1.0,1.0
domain-glob,6.0,5.0,1.0,1.0
effron,6.0,5.0,1.0,1.0
endors,6.0,5.0,1.0,1.0
feinberg,6.0,5.0,1.0,1.0
final,6.0,5.0,1.0,1.0
freethought,6.0,5.0,1.0,1.0
funct,6.0,5.0,1.0,1.0
g,6.0,7.0,-1.0,1.0
hostil,6.0,5.0,1.0,1.0
id=baykaqaamaaj,6.0,5.0,1.0,1.0
id=tlsizyfr08ic|year=2011,6.0,5.0,1.0,1.0
ideologically-driven,6.0,5.0,1.0,1.0
insight,6.0,5.0,1.0,1.0
jeopard,6.0,5.0,1.0,1.0
joan,6.0,5.0,1.0,1.0
katharin,6.0,5.0,1.0,1.0
keltner,6.0,5.0,1.0,1.0
large-scal,6.0,5.0,1.0,1.0
laura,6.0,5.0,1.0,1.0
literature.,6.0,5.0,1.0,1.0
main|altru,6.0,5.0,1.0,1.0
